,carat,cut,color,clarity,depth,table,x,y,z,price
23714,0.25,Very Good,F,VVS2,61.6,57,4.05,4.07,2.5,633
23715,0.25,Very Good,F,VVS2,62.2,57,4.01,4.04,2.5,633
23716,0.25,Very Good,F,VVS2,60.1,57,4.1,4.13,2.47,633
23717,0.25,Very Good,F,VVS2,62.4,55,4.03,4.06,2.52,633
23718,0.25,Very Good,F,VVS2,61.6,57,4.05,4.08,2.5,633
23719,0.25,Very Good,F,VVS2,62.8,54,4,4.03,2.52,633
23720,0.29,Very Good,E,VVS2,61.4,58,4.25,4.31,2.63,633
23721,0.25,Very Good,F,VVS1,62.2,56,4.02,4.03,2.5,633
23722,0.25,Very Good,F,VVS1,60.8,57,4.08,4.1,2.48,633
23723,0.25,Very Good,F,VVS1,61.8,55,4.06,4.09,2.52,633
23724,0.25,Very Good,F,VVS1,61.1,57,4.05,4.08,2.48,633
23725,0.25,Very Good,F,VVS1,62.9,55,4.04,4.06,2.55,633
23726,0.25,Very Good,E,VVS1,62.3,55,4.04,4.06,2.52,633
23727,0.25,Very Good,F,IF,61.1,54,4.08,4.11,2.5,633
23728,0.25,Very Good,E,IF,61.3,56,4.1,4.13,2.53,633
23729,0.33,Ideal,H,VVS2,61.6,55,4.48,4.51,2.77,633
23730,0.25,Ideal,E,VVS2,61.1,56,4.08,4.11,2.5,633
23731,1.54,Premium,H,VS2,61.9,59,7.33,7.31,4.53,11769
23732,1.36,Very Good,G,VVS2,60.8,60,7.12,7.16,4.34,11774
23733,1.7,Premium,I,VVS2,62.1,59,7.6,7.53,4.7,11775
23734,1.52,Very Good,F,SI1,61.4,59,7.39,7.46,4.56,11776
23735,2.01,Very Good,H,SI2,63.4,60,7.97,7.89,5.03,11780
23736,2.01,Very Good,H,SI2,63.4,60,7.97,7.89,5.03,11780
23737,1.68,Ideal,E,SI2,60.4,55,7.7,7.79,4.68,11781
23738,1.7,Premium,I,VS2,62.2,58,7.6,7.65,4.74,11781
23739,1.83,Very Good,F,SI1,63.2,56,7.78,7.73,4.9,11782
23740,1.58,Premium,G,VS2,58.2,58,7.68,7.64,4.46,11786
23741,1.54,Premium,F,SI1,60.9,59,7.46,7.56,4.57,11790
23742,2,Very Good,J,SI2,61.9,55,8.06,8.09,5,11792
23743,2,Very Good,J,SI2,59.8,60,8.09,8.13,4.85,11792
23744,2,Premium,J,VS1,62,62,8.02,7.91,4.94,11793
23745,1.36,Ideal,D,VS2,62.1,55,7.18,7.13,4.44,11793
23746,1.56,Very Good,F,SI1,60.7,59,7.45,7.55,4.55,11794
23747,1.5,Premium,E,SI1,60,58,7.5,7.47,4.49,11795
23748,1.5,Premium,E,SI1,60.8,58,7.36,7.32,4.46,11795
23749,1.54,Premium,E,SI1,59.3,60,7.58,7.54,4.48,11795
23750,1.54,Premium,D,VS2,59.4,59,7.61,7.55,4.5,11795
23751,1.5,Good,E,SI1,64.1,58,7.24,7.15,4.61,11795
23752,1.77,Very Good,G,SI1,63.1,57,7.68,7.63,4.83,11796
23753,1.6,Premium,H,VS2,62.1,60,7.51,7.44,4.64,11796
23754,1.27,Premium,F,VVS2,61.3,60,6.9,6.99,4.26,11797
23755,1.52,Ideal,H,SI1,61.3,56,7.39,7.44,4.54,11797
23756,1.56,Very Good,H,VS1,63.9,57,7.3,7.37,4.69,11804
23757,1.52,Good,H,VS1,63.5,60,7.24,7.28,4.61,11804
23758,1.54,Premium,G,VS2,63,59,7.36,7.3,4.62,11815
23759,1.06,Very Good,D,VVS1,61.8,57,6.49,6.52,4.03,11815
23760,1.71,Ideal,E,SI2,61.9,57,7.69,7.65,4.75,11816
23761,1.41,Ideal,G,VS1,62.6,56,7.15,7.2,4.49,11817
23762,1.51,Premium,F,SI1,61.4,58,7.43,7.35,4.54,11817
23763,1.6,Premium,G,SI1,62.2,58,7.44,7.5,4.65,11818
23764,2.1,Good,I,SI2,62.9,64,8.15,8.1,5.11,11818
23765,2.04,Premium,H,SI2,58,58,8.45,8.36,4.88,11820
23766,2.04,Good,I,SI1,57.7,64,8.39,8.31,4.82,11820
23767,1.53,Ideal,F,SI1,60.3,57,7.52,7.45,4.51,11820
23768,1.53,Premium,F,SI1,58.5,59,7.62,7.55,4.44,11820
23769,1.65,Very Good,H,VS1,62,56,7.53,7.59,4.68,11823
23770,2.01,Premium,H,SI2,62.5,62,8.09,8.04,5.04,11825
23771,2.01,Very Good,H,SI1,63.1,56,8.05,8,5.06,11825
23772,1.51,Good,H,VVS2,63.1,59,7.26,7.28,4.59,11826
23773,1.61,Ideal,I,VS2,61.7,56,7.52,7.62,4.67,11826
23774,1.22,Premium,F,VVS1,61.9,58,6.85,6.81,4.23,11830
23775,2.45,Very Good,H,SI2,63.5,58,8.7,8.58,5.49,11830
23776,1.51,Ideal,D,SI1,61.9,57,7.35,7.42,4.57,11834
23777,1.51,Very Good,G,SI1,60.3,57,7.44,7.48,4.5,11836
23778,1.06,Ideal,D,VVS2,62,57,6.52,6.54,4.05,11837
23779,1.05,Premium,E,IF,59,58,6.66,6.7,3.94,11838
23780,1.2,Ideal,E,VVS2,62.2,57,6.81,6.77,4.22,11839
23781,1.27,Ideal,E,VS1,61.8,57,6.94,6.98,4.3,11840
23782,1.73,Very Good,I,VS1,63.4,58,7.57,7.6,4.81,11843
23783,1.69,Ideal,G,SI1,61.8,53,7.68,7.71,4.75,11843
23784,2.45,Very Good,J,SI2,60.6,63,8.71,8.66,5.26,11843
23785,1.71,Very Good,D,SI2,63.5,56,7.58,7.51,4.79,11844
23786,1.14,Ideal,F,VVS1,62.2,56,6.69,6.67,4.16,11844
23787,1.55,Premium,H,VS2,60.7,59,7.5,7.46,4.54,11846
23788,1.09,Ideal,F,IF,61.4,55,6.61,6.68,4.09,11846
23789,1.36,Ideal,G,VVS2,61.1,57,7.14,7.2,4.38,11848
23790,1.7,Premium,H,SI1,61.8,61,7.59,7.52,4.67,11848
23791,1.71,Very Good,I,VS2,62.8,59,7.52,7.58,4.74,11850
23792,2.08,Premium,H,SI2,60,60,8.31,8.28,4.98,11851
23793,1.46,Good,E,VS2,63.9,57,7.06,7.12,4.53,11851
23794,1.3,Ideal,G,VVS2,60.9,57,7.04,7.11,4.31,11853
23795,1.52,Premium,H,VS1,58.4,59,7.55,7.52,4.4,11853
23796,1.81,Premium,G,SI1,62.3,58,7.75,7.68,4.81,11854
23797,2.06,Good,J,SI1,64.1,56,8.09,7.97,5.15,11854
23798,1.5,Premium,H,VVS2,62.9,59,7.31,7.26,4.58,11855
23799,1.51,Ideal,H,VS1,60.8,57,7.43,7.46,4.53,11856
23800,1.61,Ideal,G,SI1,62.4,55,7.51,7.48,4.68,11859
23801,1.42,Premium,G,VS1,61.7,55,7.29,7.24,4.48,11861
23802,1.5,Premium,D,SI1,62.1,60,7.28,7.22,4.5,11863
23803,1.5,Premium,D,SI1,61,61,7.32,7.28,4.45,11863
23804,1.5,Very Good,D,SI1,63.1,57,7.31,7.24,4.59,11863
23805,1.65,Premium,G,SI1,61,58,7.66,7.62,4.66,11864
23806,1.67,Very Good,I,VS1,61.6,59.1,7.61,7.64,4.7,11867
23807,1.73,Premium,G,VS1,61.6,60,7.67,7.62,4.71,11867
23808,1.35,Premium,G,VVS2,60.2,59,7.2,7.16,4.32,11868
23809,1.55,Ideal,I,VVS1,62.1,56,7.36,7.43,4.59,11869
23810,1.7,Good,H,SI1,63.9,56,7.61,7.53,4.84,11869
23811,1.22,Ideal,F,VVS2,62.2,54,6.83,6.87,4.26,11870
23812,1.55,Premium,E,SI1,60.1,58,7.55,7.5,4.52,11871
23813,1.51,Premium,E,SI1,63,58,7.33,7.27,4.6,11873
23814,1.71,Very Good,D,SI2,63.5,59,7.57,7.59,4.81,11873
23815,1.53,Very Good,D,SI1,59.2,57,7.52,7.55,4.46,11873
23816,1.5,Premium,F,SI1,62.9,59,7.34,7.29,4.6,11878
23817,1.5,Very Good,I,VS1,63.3,54,7.26,7.33,4.62,11879
23818,1.22,Ideal,F,VVS2,62.7,54,6.79,6.84,4.27,11880
23819,1.2,Ideal,E,VVS2,61.5,57,6.79,6.89,4.21,11883
23820,1.83,Premium,I,SI1,62.9,55,7.9,7.78,4.93,11883
23821,1.17,Ideal,F,VVS1,62.1,57,6.82,6.73,4.21,11886
23822,2.08,Ideal,I,SI2,62,56,8.21,8.1,5.06,11886
23823,1.7,Premium,I,VS2,62.2,58,7.65,7.6,4.74,11888
23824,1.09,Ideal,F,IF,61.6,55,6.59,6.65,4.08,11888
23825,1.68,Ideal,E,SI2,60.4,55,7.79,7.7,4.68,11888
23826,1.54,Premium,F,SI1,60.9,59,7.56,7.46,4.57,11897
23827,2,Premium,J,SI2,61.9,55,8.09,8.06,5,11899
23828,2,Premium,J,SI2,59.8,60,8.13,8.09,4.85,11899
23829,1.56,Premium,F,SI1,60.7,59,7.55,7.45,4.55,11901
23830,2.01,Premium,F,SI2,62,60,7.88,7.82,4.87,11903
23831,1.52,Very Good,H,VVS2,63,60,7.25,7.3,4.58,11904
23832,1.27,Premium,F,VVS2,61.3,60,6.99,6.9,4.26,11905
23833,1.18,Ideal,E,VVS2,61.5,57,6.8,6.75,4.17,11906
23834,1.52,Very Good,H,VS1,63.5,60,7.28,7.24,4.61,11912
23835,1.2,Very Good,F,VVS1,59.8,63,6.82,6.8,4.07,11913
23836,1.51,Ideal,G,SI1,61.6,57,7.34,7.31,4.52,11917
23837,1.51,Ideal,G,SI1,62.4,56,7.36,7.33,4.59,11917
23838,1.7,Good,I,VS1,58,60,7.84,7.88,4.56,11921
23839,1.56,Ideal,H,VS2,61.6,57,7.51,7.45,4.61,11922
23840,1.01,Very Good,D,VVS1,63.9,56,6.32,6.36,4.05,11923
23841,1.51,Very Good,G,VS2,62.8,57,7.25,7.3,4.57,11923
23842,2.1,Fair,G,SI2,65,56,8.09,7.98,5.21,11923
23843,1.7,Ideal,E,SI2,59.6,59,7.73,7.83,4.64,11924
23844,2.01,Very Good,F,SI2,63.3,59,7.98,7.89,5.02,11925
23845,1.6,Premium,G,SI1,62.2,58,7.5,7.44,4.65,11926
23846,1.58,Ideal,G,SI1,62.2,55,7.44,7.5,4.65,11927
23847,1.23,Ideal,F,VVS2,61.9,55,6.92,6.89,4.27,11927
23848,1.5,Very Good,D,SI1,62,63,7.27,7.31,4.52,11933
23849,1.51,Very Good,H,VVS2,63.1,59,7.28,7.26,4.59,11934
23850,2,Fair,G,SI1,65.5,58,7.82,7.73,5.09,11935
23851,1.5,Very Good,E,VS2,61.9,57,7.31,7.38,4.55,11939
23852,1.51,Ideal,D,SI1,61.9,57,7.42,7.35,4.57,11942
23853,1.56,Ideal,F,SI1,62.7,57,7.34,7.39,4.62,11943
23854,1.36,Very Good,F,VS1,62.7,60,7.05,7.02,4.41,11946
23855,1.52,Ideal,H,VS1,60.1,60,7.54,7.51,4.52,11946
23856,1.05,Premium,E,IF,59,58,6.7,6.66,3.94,11946
23857,2.1,Fair,G,SI2,61.4,66,8.26,8.19,5.05,11946
23858,1.8,Premium,I,SI1,61.9,60,7.78,7.74,4.8,11948
23859,1.5,Good,E,SI1,63.9,54,7.26,7.2,4.62,11948
23860,1.51,Ideal,F,SI1,62.4,56,7.34,7.4,4.6,11950
23861,2.03,Ideal,J,SI2,63.2,55,7.99,8.03,5.06,11951
23862,2.01,Good,I,VS2,64.3,60,7.91,7.86,5.07,11954
23863,1.34,Ideal,G,VVS2,62,55,7.02,7.08,4.37,11955
23864,1.36,Ideal,G,VVS2,61.1,57,7.2,7.14,4.38,11956
23865,1.51,Premium,F,SI1,63,58,7.32,7.28,4.6,11957
23866,1.55,Very Good,F,SI1,63.1,56,7.4,7.38,4.66,11957
23867,1.51,Premium,F,SI1,60.6,61,7.41,7.37,4.48,11957
23868,1.71,Premium,I,VS2,62.8,59,7.58,7.52,4.74,11958
23869,2.02,Premium,F,SI2,61,59,8.2,8.13,4.98,11962
23870,1.63,Ideal,I,VS2,61.8,56,7.56,7.59,4.68,11963
23871,1.77,Premium,F,SI1,60.3,59,7.94,7.87,4.77,11965
23872,2,Fair,J,VS2,65.4,58,7.96,7.75,5.14,11966
23873,2,Premium,J,VS2,62.9,60,7.99,7.95,5.01,11966
23874,1.51,Ideal,H,VS1,62.3,57,7.34,7.29,4.55,11967
23875,2.03,Very Good,J,SI2,61.7,61,8.04,8.18,5,11968
23876,2.03,Very Good,J,SI2,60.9,60,8.1,8.21,4.97,11968
23877,1.73,Premium,H,SI1,62.4,58,7.61,7.64,4.76,11969
23878,2.24,Premium,J,VS1,60.9,58,8.46,8.41,5.14,11970
23879,1.82,Very Good,G,SI2,61.3,58,7.83,7.94,4.83,11971
23880,1.52,Ideal,F,SI1,62.3,55.1,7.29,7.39,4.58,11971
23881,1.27,Ideal,F,VS1,61.6,55,6.97,7.03,4.31,11973
23882,1.31,Ideal,G,VVS2,61.3,58,7.03,7.07,4.32,11975
23883,2,Premium,H,SI2,62.8,57,8.05,8.01,5.04,11975
23884,1.67,Ideal,I,VS1,61.6,59,7.64,7.61,4.7,11975
23885,1.57,Premium,D,SI1,62.2,59,7.37,7.45,4.61,11976
23886,1.52,Premium,H,VVS2,61.2,58,7.48,7.41,4.56,11979
23887,1.53,Premium,H,VVS2,60.4,60,7.41,7.46,4.49,11982
23888,2.15,Premium,G,SI2,61.2,58,8.42,8.3,5.1,11985
23889,1.52,Very Good,G,VS2,63.4,58,7.31,7.24,4.61,11986
23890,2.4,Ideal,I,SI2,62.8,57,8.52,8.49,5.34,11988
23891,2,Ideal,H,SI2,59.7,57,8.29,8.22,4.93,11988
23892,2,Good,J,SI1,64.2,61,7.72,7.69,4.95,11988
23893,2,Ideal,G,SI2,62.2,57,8.13,8,5.02,11988
23894,1.63,Very Good,G,SI1,62.5,58,7.48,7.44,4.66,11990
23895,1.57,Very Good,F,SI1,60.3,57,7.55,7.6,4.57,11998
23896,1.53,Ideal,F,SI1,61.6,56,7.34,7.39,4.54,11999
23897,1.5,Very Good,E,SI1,60.4,59,7.35,7.39,4.45,12000
23898,1.57,Ideal,H,VS2,61.8,55,7.45,7.49,4.62,12004
23899,1.5,Very Good,G,VS1,63.4,59,7.25,7.19,4.58,12005
23900,1.31,Ideal,G,VS1,61.6,57,6.99,7.04,4.32,12008
23901,1.5,Ideal,G,SI1,61,57,7.38,7.41,4.51,12009
23902,1.75,Very Good,D,SI2,60.7,57,7.78,7.83,4.74,12012
23903,1.52,Premium,H,VVS2,63,60,7.3,7.25,4.58,12013
23904,1.5,Very Good,G,VS2,60.5,57,7.39,7.43,4.48,12014
23905,1.11,Ideal,D,VVS2,63,57,6.58,6.65,4.17,12016
23906,2.03,Premium,F,SI2,60.9,59,8.15,8.11,4.95,12021
23907,1.61,Very Good,G,SI1,62.6,56,7.44,7.54,4.69,12028
23908,2.12,Very Good,J,SI2,62.3,61,8.16,8.21,5.1,12030
23909,1.5,Premium,F,SI1,62.2,58,7.34,7.29,4.55,12030
23910,1.7,Very Good,E,SI2,63.3,57,7.59,7.51,4.78,12030
23911,1.7,Ideal,I,VS1,63,55,7.75,7.54,4.76,12030
23912,1.7,Premium,I,VS1,58,60,7.88,7.84,4.56,12030
23913,1.02,Ideal,E,IF,62.2,56,6.44,6.38,3.99,12030
23914,1.07,Ideal,E,VVS2,61.3,56,6.57,6.62,4.04,12031
23915,1.74,Good,H,SI1,60.6,62,7.74,7.8,4.71,12032
23916,1.02,Ideal,E,VVS1,62.2,58,6.42,6.44,4,12035
23917,1.22,Ideal,E,VVS2,63,55,6.83,6.78,4.29,12036
23918,1.52,Very Good,G,VS2,62.9,60,7.28,7.31,4.59,12038
23919,1.54,Premium,G,SI1,61,59,7.38,7.43,4.52,12044
23920,1.52,Premium,H,VS1,60.6,58,7.46,7.39,4.5,12047
23921,1.59,Ideal,H,VS1,61.8,57,7.42,7.49,4.61,12047
23922,2.01,Premium,J,SI2,60.8,58,8.19,8.13,4.96,12048
23923,2.01,Premium,J,SI1,60.9,58,8.15,8.07,4.94,12048
23924,2.01,Premium,J,SI1,62.3,59,8.03,7.97,4.98,12048
23925,2.01,Ideal,J,SI1,62.1,56,8.08,8.03,5,12048
23926,1.74,Premium,D,SI2,61.9,58,7.73,7.67,4.77,12052
23927,1.06,Ideal,D,VVS2,62,56,6.53,6.57,4.06,12053
23928,1.5,Ideal,H,VS1,61.2,56,7.39,7.4,4.52,12055
23929,1.73,Premium,H,SI1,62,59,7.68,7.59,4.73,12058
23930,1.24,Ideal,F,VVS2,62,57,6.86,6.91,4.27,12059
23931,1.5,Very Good,D,SI1,60,59,7.41,7.46,4.46,12060
23932,1.54,Ideal,H,VVS2,62.6,56,7.35,7.42,4.62,12061
23933,1.28,Ideal,F,VS1,61.5,55,6.98,7.01,4.3,12061
23934,1.76,Premium,D,SI1,61,60,7.76,7.68,4.77,12063
23935,2.09,Premium,H,SI1,60.5,61,8.32,8.25,5.01,12063
23936,1.26,Ideal,G,VVS2,61.4,55,6.96,6.99,4.29,12066
23937,1.51,Premium,G,VS2,61.4,58,7.4,7.3,4.51,12068
23938,1.5,Premium,D,SI1,62.4,58,7.27,7.31,4.55,12069
23939,1.52,Ideal,F,SI1,62,54,7.36,7.44,4.59,12071
23940,2.5,Premium,H,SI2,62.7,59,8.65,8.61,5.41,12071
23941,1.51,Ideal,H,VS1,62.5,54,7.28,7.34,4.57,12071
23942,1.68,Ideal,G,SI1,61.6,55,7.69,7.64,4.72,12075
23943,2.03,Premium,J,SI2,60.9,60,8.21,8.1,4.97,12078
23944,2.03,Premium,J,SI2,61.7,61,8.18,8.04,5,12078
23945,1.73,Premium,H,SI1,62.4,58,7.64,7.61,4.76,12079
23946,1.22,Ideal,G,VVS1,61.5,56,6.86,6.9,4.23,12081
23947,1.82,Premium,G,SI2,61.3,58,7.94,7.83,4.83,12081
23948,1.56,Ideal,H,SI1,62.2,55,7.41,7.45,4.62,12082
23949,2.01,Very Good,J,SI1,61.6,60,7.99,8.02,4.93,12084
23950,2.01,Very Good,J,SI1,62.2,59,7.93,8.01,4.96,12084
23951,1.6,Premium,H,VS1,62.5,58,7.47,7.37,4.64,12084
23952,1.51,Premium,G,VS1,63,59,7.24,7.19,4.55,12085
23953,1.61,Ideal,F,SI1,62.6,58,7.44,7.48,4.67,12085
23954,1.55,Ideal,H,VS1,60.6,57,7.51,7.47,4.54,12087
23955,1.64,Ideal,I,VS1,62.1,55,7.57,7.59,4.71,12089
23956,1.53,Premium,H,VVS2,60.4,60,7.46,7.41,4.49,12092
23957,1.44,Ideal,G,VS1,62.6,57,7.21,7.19,4.51,12093
23958,2.02,Very Good,G,SI2,63.1,57,8.01,7.97,5.04,12094
23959,1.32,Ideal,G,VS1,61.6,57,6.97,7.05,4.32,12094
23960,2.04,Very Good,J,VS2,59.9,59,8.25,8.32,4.96,12095
23961,2.54,Very Good,I,SI2,63.4,56,8.68,8.64,5.49,12095
23962,1.56,Very Good,H,VVS2,63.3,58,7.3,7.35,4.64,12098
23963,1.57,Premium,H,VVS2,62.1,56,7.47,7.43,4.63,12098
23964,1.08,Ideal,E,VVS1,61,56,6.66,6.62,4.05,12098
23965,1.7,Ideal,I,VS1,60.1,57,7.8,7.77,4.68,12099
23966,2.18,Very Good,F,SI2,63.4,60,8.2,8.17,5.19,12099
23967,1.18,Very Good,E,VVS2,61.5,58,6.78,6.87,4.2,12100
23968,1.28,Premium,E,VS1,60.8,60,7.03,6.98,4.26,12100
23969,1.51,Ideal,G,VS2,60.8,54,7.45,7.43,4.52,12100
23970,2.15,Very Good,I,SI2,63.4,56,8.2,8.15,5.18,12100
23971,2.01,Premium,J,SI2,62.4,59,8.05,8.1,5.04,12105
23972,1.51,Very Good,H,VS2,62.4,55.6,7.28,7.33,4.56,12108
23973,2.02,Premium,D,SI2,61.1,57,8.12,8.05,4.94,12108
23974,1.53,Ideal,F,SI1,61.6,56,7.39,7.34,4.54,12109
23975,1.21,Ideal,E,VS1,61.7,56,6.82,6.85,4.22,12111
23976,1.57,Premium,F,SI1,60.4,59,7.57,7.54,4.56,12112
23977,1.7,Good,H,VS2,63.3,57,7.54,7.59,4.79,12117
23978,2.06,Ideal,H,SI2,61.5,56,8.23,8.18,5.04,12119
23979,2.1,Good,H,SI1,63.7,61,8.1,8.07,5.15,12121
23980,2.1,Good,H,SI1,63.7,61,8.1,8.07,5.15,12121
23981,1.52,Ideal,H,VVS2,61.8,58,7.41,7.35,4.56,12123
23982,1.75,Ideal,I,VS2,61,56,7.75,7.82,4.75,12127
23983,2.12,Premium,J,SI2,62.3,61,8.21,8.16,5.1,12140
23984,1.51,Very Good,F,SI1,62.6,57,7.25,7.31,4.56,12141
23985,1.56,Ideal,H,VS2,60.7,57,7.49,7.53,4.56,12146
23986,1.5,Ideal,I,VVS2,60.8,57,7.38,7.42,4.5,12148
23987,1.52,Premium,G,VS2,62.9,60,7.31,7.28,4.59,12148
23988,1.13,Ideal,D,VVS2,60.1,57,6.78,6.83,4.09,12150
23989,1.13,Ideal,D,VVS2,61.7,57,6.65,6.68,4.11,12150
23990,1.46,Premium,G,VS1,62.3,58,7.2,7.25,4.5,12151
23991,1.5,Very Good,H,VS1,59.6,60,7.39,7.42,4.41,12152
23992,1.12,Premium,D,VVS2,59.8,58,6.87,6.77,4.08,12152
23993,1.51,Ideal,F,SI1,61.5,55,7.39,7.35,4.53,12152
23994,1.52,Ideal,F,SI1,61.2,55,7.4,7.43,4.54,12153
23995,2.03,Ideal,G,SI2,61.5,57,8.15,8.07,4.99,12154
23996,1.63,Ideal,H,VS2,62.4,55,7.53,7.57,4.71,12155
23997,1.5,Very Good,G,VS2,62.1,57,7.21,7.31,4.51,12156
23998,1.56,Premium,E,VS2,61.5,58,7.47,7.43,4.58,12156
23999,1.59,Ideal,H,VS1,61.8,57,7.49,7.42,4.61,12157
24000,1.52,Ideal,G,VS2,61.3,59,7.35,7.4,4.52,12161
24001,1.9,Ideal,I,SI2,60.9,55,8,8.06,4.89,12165
24002,2.1,Ideal,I,SI1,61.6,57,8.24,8.15,5.05,12168
24003,1.74,Premium,I,VS2,58.6,59,7.99,7.87,4.65,12168
24004,2,Premium,H,SI2,62.7,58,8.06,8.01,5.04,12168
24005,1.58,Ideal,H,VS2,61.4,56,7.48,7.54,4.62,12170
24006,1.54,Ideal,H,VVS2,62.6,56,7.42,7.35,4.62,12171
24007,1.63,Ideal,I,VVS2,62.3,54.7,7.49,7.52,4.69,12174
24008,1.18,Very Good,F,VVS1,60.4,59,6.82,6.86,4.13,12175
24009,1.5,Very Good,D,SI1,61,59,7.33,7.39,4.49,12179
24010,2.11,Ideal,H,SI2,61.5,57,8.3,8.25,5.09,12179
24011,1.5,Premium,D,SI1,62.4,58,7.31,7.27,4.55,12179
24012,2.08,Ideal,J,SI2,62.3,55,8.23,8.17,5.11,12179
24013,2.01,Premium,I,SI2,62.3,59,8.01,7.97,4.98,12182
24014,1.52,Ideal,F,SI1,62,54,7.44,7.36,4.59,12182
24015,1.52,Ideal,F,SI1,62.2,56,7.41,7.31,4.58,12183
24016,1.09,Ideal,D,VVS2,61.3,57,6.61,6.66,4.07,12185
24017,1.62,Ideal,I,VVS1,61.5,58,7.54,7.56,4.64,12186
24018,1.7,Ideal,D,SI1,60,54,7.76,7.71,4.64,12190
24019,1.15,Ideal,E,VVS2,61.5,57,6.72,6.75,4.14,12193
24020,1.54,Ideal,F,SI1,61.9,56,7.44,7.38,4.59,12195
24021,1.4,Very Good,E,VS1,59.1,57,7.28,7.38,4.33,12196
24022,1.5,Very Good,G,VS2,61.2,61,7.29,7.34,4.48,12196
24023,2.1,Very Good,J,SI2,62,62,8.17,8.23,5.08,12196
24024,2,Very Good,J,SI1,62.2,59,7.92,7.97,4.94,12196
24025,1.8,Good,F,SI2,57.9,58,8.08,8.13,4.69,12196
24026,1.5,Premium,G,VS2,62.5,59,7.28,7.32,4.56,12196
24027,1.54,Premium,H,IF,62.5,58,7.33,7.38,4.6,12196
24028,1.64,Ideal,I,VS2,60.6,57,7.66,7.69,4.65,12199
24029,1.11,Very Good,D,VVS1,62.5,58,6.67,6.6,4.15,12200
24030,1.51,Premium,F,VS2,61.9,60,7.29,7.25,4.5,12202
24031,0.35,Ideal,G,VS2,61,57,4.54,4.57,2.78,633
24032,0.4,Ideal,J,VS1,62.1,53,4.75,4.78,2.96,633
24033,0.4,Ideal,J,VS1,61.5,58,4.73,4.76,2.92,633
24034,0.4,Ideal,J,VS1,62.2,54,4.72,4.76,2.95,633
24035,0.29,Good,E,VVS2,62.7,61,4.2,4.22,2.64,633
24036,0.29,Good,F,IF,56.8,65,4.37,4.4,2.49,633
24037,0.38,Premium,I,VS2,62.5,58,4.58,4.61,2.87,633
24038,0.38,Very Good,D,SI2,61.1,58,4.62,4.68,2.84,633
24039,0.38,Premium,I,VS2,61.7,59,4.6,4.64,2.85,633
24040,0.38,Premium,H,SI1,59.7,60,4.66,4.68,2.79,633
24041,0.38,Very Good,D,SI2,59.2,61,4.67,4.72,2.78,633
24042,0.38,Premium,I,VS2,61.8,59,4.61,4.64,2.86,633
24043,0.43,Very Good,F,SI2,58.3,62,4.91,4.97,2.88,633
24044,0.38,Good,H,SI1,63.3,57,4.58,4.62,2.91,633
24045,0.38,Very Good,I,VS2,61.5,58,4.61,4.62,2.84,633
24046,0.38,Very Good,H,SI1,61.2,62,4.62,4.66,2.84,633
24047,0.38,Ideal,D,SI2,61.1,56,4.65,4.71,2.86,633
24048,0.38,Premium,I,VS2,60.2,58,4.69,4.75,2.84,633
24049,0.38,Very Good,D,SI2,62.1,55,4.62,4.65,2.88,633
24050,0.38,Very Good,E,SI2,61.6,57,4.61,4.65,2.85,633
24051,0.36,Very Good,F,VS2,63.1,56,4.5,4.53,2.85,634
24052,0.3,Very Good,G,VVS1,62.8,55,4.28,4.31,2.7,635
24053,0.31,Ideal,I,IF,60.9,57,4.39,4.44,2.69,635
24054,0.31,Ideal,I,IF,61.7,55,4.36,4.39,2.7,635
24055,0.31,Ideal,I,IF,60.9,57,4.37,4.4,2.67,635
24056,0.31,Ideal,I,IF,62,54,4.38,4.4,2.72,635
24057,0.31,Ideal,I,IF,62,54,4.36,4.42,2.72,635
24058,0.26,Premium,E,VVS1,60.9,59,4.09,4.12,2.5,635
24059,0.38,Premium,D,SI1,59.1,58,4.74,4.77,2.81,635
24060,0.26,Ideal,E,VVS1,61.7,56,4.09,4.11,2.53,635
24061,1.5,Ideal,D,SI1,60.3,57,7.37,7.4,4.45,12206
24062,1.56,Very Good,F,SI1,61,58,7.41,7.48,4.54,12207
24063,1.37,Ideal,G,VVS2,62.3,55.5,7.05,7.14,4.43,12207
24064,1.33,Ideal,G,VVS2,62.6,57,7.04,6.99,4.39,12209
24065,1.7,Ideal,I,VS1,60.1,57,7.8,7.77,4.68,12209
24066,2.01,Ideal,J,SI1,62.7,56,8.08,8.03,5.05,12209
24067,2.01,Premium,J,SI1,60.7,61,8.15,8.1,4.93,12209
24068,2,Premium,H,SI2,58.9,57,8.09,58.9,8.06,12210
24069,1.51,Ideal,G,VS2,60.8,54,7.45,7.43,4.52,12210
24070,1.28,Premium,E,VS1,60.8,60,7.03,6.98,4.26,12210
24071,1.6,Premium,H,VS1,60,59,7.61,7.58,4.56,12210
24072,2,Ideal,E,SI2,62.3,56,8.04,7.94,4.98,12210
24073,2.21,Very Good,J,SI2,60.6,62,8.37,8.45,5.1,12215
24074,2.01,Good,H,SI2,57.6,60,8.32,8.23,4.76,12215
24075,1.51,Ideal,H,VS2,62.4,56,7.33,7.28,4.56,12219
24076,2.18,Very Good,I,SI2,63.3,58,8.22,8.18,5.19,12220
24077,2,Very Good,I,SI2,63.7,61,7.85,7.97,5.04,12221
24078,1.71,Good,E,SI1,63.8,58,7.54,7.48,4.79,12224
