201898,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce10,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,total_income_hhld_code
2044,4,0,1,0,0,0,0,31,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,0,1,0,46,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,12
2045,2,0,1,0,0,0,0,34,0,1,0,0,0,0,1,49,0,1,0,0,0,0,1,4,5,1,11,50,3,0,0,0,0,0,0,5,1,2,65,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,14
2048,4,0,1,0,0,0,0,39,0,1,0,0,0,0,1,40,0,1,0,0,0,0,2,4,5,1,12,48,3,0,0,0,0,0,0,5,1,11,25,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14
2049,4,0,1,0,0,0,0,37,0,1,0,0,0,0,2,43,0,1,0,0,0,0,1,3,4,1,10,16,3,0,0,0,0,0,0,7,1,8,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,12
2050,3,0,0,0,1,1,0,33,0,1,0,0,0,0,4,38,0,0,0,1,1,0,1,4,1,2,1,0,2,0,0,0,0,0,0,3,2,13,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
2051,8,0,1,0,0,0,0,36,0,1,0,0,0,0,4,43,0,1,0,0,0,0,1,3,4,1,0,0,2,0,0,0,0,0,0,18,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12
2053,4,1,0,0,0,0,0,31,1,0,0,0,0,0,4,34,1,0,0,0,0,0,1,2,2,2,13,0,3,0,0,0,0,0,0,2,2,11,42,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,11
2054,3,0,1,0,0,0,0,36,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,4,5,1,11,0,3,0,0,0,0,0,0,3,2,13,45,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
2057,2,0,1,0,0,0,0,33,0,1,0,0,0,0,4,36,0,0,0,0,1,0,1,4,2,1,7,0,3,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,13
2059,10,0,0,0,0,0,1,20,0,0,0,0,0,1,4,40,0,0,0,0,0,1,4,2,2,2,4,0,3,0,0,0,0,0,0,2,2,4,0,3,0,0,0,0,0,0,1,21,1,1,1,1,99,99,6,1,1,6
2060,4,0,0,1,0,0,0,31,0,0,1,0,0,0,4,32,0,0,1,0,0,0,4,3,4,2,2,0,1,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,99,4,1,2,7
2061,6,0,1,0,0,0,0,27,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,3,3,1,11,0,3,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
2062,10,0,1,0,0,0,0,41,0,1,0,0,0,0,4,32,0,1,0,0,0,0,2,2,1,2,1,0,1,0,0,0,0,0,0,1,2,1,20,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,6,1,1,7
2063,8,0,1,0,0,0,0,32,0,0,0,0,0,0,2,33,0,1,0,0,0,0,1,4,5,2,7,1,1,1,0,0,0,0,1,5,2,0,40,1,1,0,0,0,0,1,1,21,1,1,1,1,2,4,4,1,1,14
2065,4,0,1,0,0,0,1,24,1,1,0,0,0,1,1,32,0,1,0,0,0,0,1,4,0,2,9,40,2,0,0,0,0,0,0,0,2,10,0,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
2067,4,0,1,0,0,0,0,31,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,3,5,1,8,24,3,0,0,0,0,0,0,3,1,7,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
2069,5,0,0,1,0,0,0,19,0,1,1,0,0,0,2,27,0,0,1,0,0,0,1,4,0,2,0,0,1,1,0,1,0,0,1,0,2,0,40,1,1,0,1,0,0,1,1,21,1,1,1,1,2,99,8,1,1,13
2071,10,0,1,0,0,0,0,29,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,2,2,2,1,0,3,0,0,0,0,0,0,2,2,10,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12
2072,1,0,1,0,0,0,0,32,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,4,4,1,2,34,3,0,0,0,0,0,0,4,1,11,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,14
2073,9,0,1,1,0,0,0,16,0,1,1,0,0,0,4,28,0,1,1,0,0,0,4,3,15,2,0,0,3,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,2,99,5,1,2,13
2076,10,0,0,0,0,0,1,22,0,0,0,0,0,1,1,33,0,0,0,0,0,1,4,4,8,2,7,40,1,0,0,0,0,1,0,7,2,0,0,1,0,0,0,0,0,0,1,33,1,1,1,1,2,99,8,1,2,13
2078,6,1,0,0,0,0,0,43,1,0,0,0,0,0,4,40,1,0,0,0,0,0,4,2,2,2,4,0,3,0,0,0,0,0,0,2,2,4,0,3,0,0,0,0,0,0,2,31,1,1,1,99,2,4,3,1,2,6
2079,1,0,1,0,0,0,0,32,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,2,1,8,0,1,0,0,0,0,0,0,2,1,3,62,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
2080,3,0,0,0,0,0,0,40,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,5,4,1,11,0,3,0,0,0,0,0,0,4,1,11,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,14
2081,7,0,0,0,0,1,0,34,0,0,0,0,1,0,4,30,0,1,0,0,0,0,1,4,2,1,11,0,2,0,0,0,0,0,0,2,1,2,45,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,11
2083,3,0,0,1,0,0,0,19,0,0,1,0,0,0,3,29,0,0,1,0,0,0,4,3,0,2,2,25,2,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,5,1,2,12
2085,5,0,0,0,0,1,0,32,0,1,0,0,0,0,4,32,0,0,0,0,1,0,1,3,1,1,12,0,3,0,0,0,0,0,0,3,1,11,60,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
2086,7,0,1,1,0,0,0,26,0,1,0,0,0,0,4,25,0,1,1,0,0,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,2,0,45,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,12
2089,10,0,0,0,0,0,0,30,0,0,0,0,0,0,4,33,0,0,0,0,0,0,4,3,2,2,10,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,2,4,6,1,2,7
2090,7,0,0,1,0,0,0,22,0,0,1,0,0,0,4,21,0,0,1,0,0,0,1,3,5,2,9,0,1,0,0,0,0,0,0,6,2,0,64,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,10
2091,2,0,1,0,0,0,0,38,0,1,0,0,0,0,4,42,0,1,0,0,0,0,1,4,4,1,9,0,2,0,0,0,0,0,0,6,1,11,55,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,14
2092,7,0,1,0,0,0,0,24,0,1,0,0,0,0,2,27,0,1,0,0,0,0,1,4,4,1,2,10,3,0,0,0,0,0,0,4,1,2,45,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,13
2094,8,0,1,0,0,0,0,23,0,1,0,0,0,0,4,24,0,1,0,0,0,0,1,2,3,2,0,0,3,0,0,0,0,0,0,1,2,1,50,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,4,1,1,11
2095,10,0,0,1,0,0,0,23,0,0,1,0,0,0,4,24,0,0,1,0,0,0,1,3,1,2,6,0,2,0,0,0,0,0,0,0,2,0,44,2,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,12
2096,4,0,1,0,0,0,0,17,0,1,0,0,0,0,4,26,0,1,0,0,0,0,1,4,0,2,0,0,1,0,0,0,0,1,1,0,2,8,50,3,0,0,0,0,1,1,1,21,1,1,1,1,2,4,6,1,1,14
2099,9,0,0,0,0,1,0,28,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,2,2,0,0,1,0,0,0,0,0,0,0,2,1,50,1,0,0,0,0,0,0,2,31,1,1,1,99,2,99,2,1,3,13
2100,10,0,0,1,0,0,0,31,0,0,1,0,0,0,1,31,0,0,1,0,0,0,1,4,15,1,0,16,1,0,0,0,0,0,0,3,2,2,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,9,2,1,10
2101,2,0,1,0,0,0,0,34,0,1,0,0,0,0,2,40,0,1,0,0,0,0,1,5,2,1,0,4,1,0,0,0,0,0,0,0,1,0,65,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,13
2102,7,0,1,0,0,0,0,31,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,3,3,1,2,0,3,0,0,0,0,0,0,2,1,2,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,8
2103,10,0,0,1,0,0,0,34,0,0,1,0,0,0,4,37,0,0,1,0,0,0,4,3,2,2,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,2,4,6,1,2,5
2104,9,0,0,1,0,0,1,21,0,0,1,0,0,0,4,28,0,0,1,0,0,0,1,4,12,2,7,0,1,0,0,1,0,1,0,4,2,0,40,1,0,0,1,0,1,0,2,21,1,1,1,1,2,99,5,1,1,14
2105,3,0,0,0,0,1,0,39,0,0,0,0,1,0,2,34,0,1,0,0,0,0,1,3,1,2,11,0,3,0,0,0,0,0,0,1,2,10,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
2106,6,0,1,0,0,0,0,25,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,5,1,9,0,1,0,0,0,0,0,0,5,1,1,0,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
2107,6,0,1,1,0,0,0,36,0,1,1,0,0,0,1,41,0,1,0,0,0,0,1,3,7,1,1,42,3,0,0,0,0,0,0,7,1,7,45,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,8,1,1,14
2108,9,0,0,1,0,0,0,24,0,0,1,0,0,0,4,28,0,0,1,0,0,0,4,3,20,2,0,0,1,1,1,1,1,0,0,5,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,99,9,1,2,13
2110,1,0,1,0,0,0,0,34,0,1,0,0,0,0,1,33,0,1,0,0,0,0,1,4,5,1,10,31,3,0,0,0,0,0,0,3,1,8,0,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
2111,6,0,1,0,0,0,0,21,0,1,0,0,0,0,1,31,0,1,0,0,0,0,2,3,0,2,10,38,3,0,0,0,0,0,0,1,2,10,0,3,0,0,0,0,0,0,2,31,1,1,1,1,2,4,3,1,2,14
2112,10,1,0,0,0,0,0,23,1,0,0,0,0,0,3,30,1,0,0,0,0,0,1,4,5,2,1,2,3,1,1,1,0,0,1,5,2,4,0,3,0,0,0,0,0,0,2,31,1,1,1,1,2,99,9,1,2,14
2113,5,0,0,0,0,0,1,36,0,0,0,0,0,1,2,34,0,0,0,0,0,1,1,4,4,2,1,40,3,0,0,0,0,0,0,7,2,4,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,6,1,1,12
2114,8,0,1,1,0,0,0,25,0,1,1,0,0,0,1,22,0,0,0,0,0,0,1,3,20,2,13,30,1,0,0,0,0,0,1,0,2,0,40,1,0,0,0,0,0,1,1,21,1,1,1,1,2,4,4,1,1,14
2117,6,0,1,1,0,0,1,36,0,0,1,0,0,0,4,34,0,1,0,0,0,1,1,4,6,1,11,0,3,0,0,0,0,0,0,17,1,1,49,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,12
2118,10,0,0,1,0,0,0,31,0,0,1,0,0,0,1,24,0,0,1,0,0,1,1,3,0,2,0,21,1,0,0,0,0,0,0,0,2,0,40,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,4,1,1,12
2119,10,0,0,1,0,0,0,27,0,0,1,0,0,0,4,33,0,0,1,0,0,0,4,3,3,2,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,99,6,1,2,5
2120,9,0,1,1,0,0,0,41,0,1,1,0,0,0,4,35,0,1,1,0,0,0,1,3,3,2,6,6,3,0,0,1,0,1,0,3,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,99,4,1,2,12
2121,6,0,1,0,0,0,0,32,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,7,1,2,0,3,0,0,0,0,0,0,8,1,1,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,9
2122,3,0,1,0,0,0,0,22,0,1,0,0,0,0,2,23,0,1,0,0,0,0,1,2,2,2,9,10,2,0,0,0,0,0,0,2,2,0,45,2,0,0,0,0,0,0,1,21,1,0,1,1,2,99,3,1,1,11
2123,7,0,1,0,0,0,0,26,0,1,0,0,0,0,4,26,0,1,0,0,0,0,1,4,3,2,10,0,1,0,0,0,0,0,0,3,2,0,43,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,14
2124,7,1,0,0,0,0,0,26,1,0,0,0,0,0,4,26,1,0,0,0,0,0,1,1,0,2,4,0,3,0,0,0,0,0,0,0,2,7,40,2,0,0,0,0,0,0,1,21,1,1,1,1,99,99,7,1,1,12
2125,10,0,0,1,0,0,0,20,0,0,1,0,0,0,3,24,0,0,1,0,0,0,1,3,0,2,9,4,2,0,0,0,0,0,0,0,2,0,45,2,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,10
2126,1,0,1,0,0,0,0,26,0,1,0,0,0,0,4,30,0,1,0,0,0,0,1,3,2,2,7,0,2,0,0,0,0,0,0,2,2,12,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
2127,7,0,0,0,0,1,0,27,0,0,0,0,1,0,4,31,0,0,0,0,1,0,1,3,6,1,11,0,2,0,0,0,0,0,0,3,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
2128,1,0,1,0,0,0,0,29,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,4,2,1,11,0,3,0,0,0,0,0,0,2,1,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
2129,8,1,0,0,0,0,0,35,1,0,0,0,0,0,4,37,1,0,0,0,0,0,1,2,2,2,13,0,3,0,0,0,0,0,0,2,2,11,40,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,3,1,1,10
2130,9,1,1,0,0,0,1,28,0,1,0,0,0,0,4,38,1,0,0,0,0,0,1,3,4,1,11,0,3,0,0,0,0,0,0,6,1,2,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
2131,8,0,1,0,0,0,0,37,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,7,1,2,0,3,0,0,0,0,0,0,9,1,7,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,12
2132,2,0,1,0,0,0,0,28,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,0,2,9,0,3,0,0,1,0,0,0,2,2,9,0,3,0,0,0,0,0,0,2,31,1,1,1,1,2,4,5,1,2,14
2133,1,0,0,0,0,1,0,31,0,0,0,0,1,0,1,34,0,0,0,0,1,0,1,4,7,2,1,37,3,0,0,0,0,0,0,2,1,2,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,6
2134,1,0,1,0,0,0,0,34,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,3,2,12,0,3,0,0,0,0,0,0,2,2,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,11
2135,7,0,0,0,0,0,1,32,0,0,0,0,0,1,4,33,0,0,0,0,0,1,3,2,0,2,4,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,99,3,1,2,6
2136,6,0,1,0,0,0,0,29,0,1,0,0,0,0,2,28,0,1,0,0,0,0,1,3,0,1,12,10,3,0,0,0,0,0,0,0,1,11,42,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
2137,4,1,0,0,0,0,0,30,1,0,0,0,0,0,4,38,1,0,0,0,0,0,1,2,3,1,11,0,3,0,0,0,0,0,0,0,2,7,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
2138,2,0,1,0,0,0,1,38,0,1,0,0,0,1,1,38,0,0,0,0,0,0,1,4,0,1,11,0,3,0,0,0,0,0,0,3,1,8,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
2139,5,1,1,0,0,0,1,36,1,0,0,0,0,1,4,37,0,1,1,0,0,0,1,3,2,1,4,0,3,0,0,0,0,0,0,2,1,10,30,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
2140,6,0,1,0,0,1,0,31,0,1,0,0,0,0,1,35,0,1,0,0,0,0,1,3,1,2,4,20,3,0,0,0,0,0,0,1,2,8,45,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,13
2142,10,1,1,0,0,0,0,30,1,0,0,0,0,0,4,41,0,1,1,0,0,0,1,2,0,2,9,0,3,0,0,0,0,0,0,5,1,8,78,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,9
2144,8,0,1,0,0,0,0,31,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,3,3,1,9,0,2,0,0,0,0,0,0,2,1,1,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
2146,1,0,1,0,0,0,0,26,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,3,2,2,0,0,2,0,0,0,0,0,0,2,2,1,60,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12
2148,2,0,1,0,0,0,0,32,0,1,0,0,0,0,2,38,0,1,0,0,0,0,1,5,0,1,9,0,3,0,0,0,0,0,0,1,1,11,46,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,14
2150,8,0,1,1,0,0,0,27,0,1,0,0,0,0,1,34,0,1,1,0,0,0,1,2,1,1,11,40,2,0,0,0,0,0,0,6,1,0,47,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12
2152,9,0,0,0,0,1,0,29,0,0,0,0,1,0,4,32,0,1,0,0,0,0,1,3,0,2,2,0,2,0,0,0,0,0,0,7,2,0,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
2153,8,0,1,0,0,0,0,35,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,3,3,2,11,12,2,0,0,0,0,0,0,3,2,11,48,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,10
2154,2,0,1,0,0,0,1,38,0,0,0,0,0,1,4,43,0,1,0,0,0,0,1,4,0,1,11,15,2,0,0,0,0,0,0,4,1,8,36,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,14
2155,1,0,1,0,0,0,0,31,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,3,1,11,0,3,0,0,0,0,0,0,5,1,1,42,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
2156,6,0,1,0,0,0,0,36,0,1,0,0,0,0,4,43,0,1,0,0,0,0,1,3,6,1,11,0,3,0,0,0,0,0,0,4,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
2157,6,0,1,0,0,0,0,33,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,3,2,1,12,0,3,0,0,0,0,0,0,4,1,11,42,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
2158,2,1,0,0,0,0,0,26,1,0,0,0,0,0,4,41,1,0,0,0,0,0,1,4,5,2,9,0,3,0,0,0,0,0,0,6,1,4,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
2159,2,0,1,0,0,0,0,35,0,1,0,0,0,0,2,38,0,1,0,0,0,0,1,5,1,1,11,30,3,0,0,0,0,0,0,0,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
2160,3,0,1,0,0,0,0,30,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,1,2,8,0,2,0,0,0,0,0,0,0,2,4,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,11
2161,4,1,0,0,0,0,0,34,1,0,0,0,0,0,4,36,1,0,0,0,0,0,1,2,0,2,11,0,3,0,0,0,0,0,0,0,2,9,40,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,3,1,1,11
2164,2,0,0,0,0,0,1,27,0,0,0,0,0,1,4,31,0,0,0,0,0,1,4,4,2,2,8,35,3,0,0,1,0,0,0,2,2,3,0,1,0,0,1,0,0,0,1,21,1,1,1,1,99,4,8,1,1,14
2166,2,0,1,0,0,0,0,29,0,1,0,0,0,0,2,32,0,1,0,0,0,0,1,4,4,1,9,12,3,0,0,0,0,0,0,4,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,14
2167,8,0,1,0,0,0,0,34,0,1,0,0,0,0,2,40,0,1,0,0,0,0,1,3,6,1,1,16,3,0,0,0,0,0,0,2,1,8,55,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
2168,7,0,1,1,0,0,0,17,0,1,0,0,0,0,4,24,0,0,1,0,0,0,1,4,2,2,2,0,3,0,0,0,0,0,0,0,2,8,55,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,3,1,1,10
2169,8,0,1,0,0,0,0,34,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,3,3,2,9,0,2,0,0,0,0,0,0,2,1,8,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
2170,8,0,0,0,0,0,0,25,0,0,0,0,0,0,4,29,0,0,0,0,0,0,4,1,0,2,8,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,4,1,2,7
2171,1,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,5,2,1,2,0,3,0,0,0,0,0,0,1,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
2172,4,0,1,1,0,0,0,27,0,1,0,0,0,0,4,30,0,1,1,0,0,0,4,4,0,2,1,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,99,6,1,2,12
2175,10,0,1,1,0,0,0,29,0,1,1,0,0,0,4,30,0,1,1,0,0,0,4,3,0,2,2,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,2,99,6,1,2,11
2176,8,1,0,0,0,0,0,30,1,0,0,0,0,0,4,39,1,0,0,0,0,0,1,2,0,1,11,0,3,0,0,0,0,0,0,1,1,11,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
2177,10,1,0,0,0,0,0,38,1,0,0,0,0,0,1,43,1,0,0,0,0,0,1,2,2,2,11,30,3,0,0,0,0,0,0,2,2,13,31,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,3,1,1,6
2178,8,0,1,0,0,0,0,21,0,1,0,0,0,0,2,27,0,1,0,0,0,0,4,4,0,2,7,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,4,1,2,12
2179,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,2,0,2,4,0,3,0,0,0,0,0,0,0,2,8,30,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,11
2180,3,0,1,0,0,0,0,29,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,4,0,2,7,0,3,0,0,0,0,0,0,1,2,4,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,5,1,1,10
2182,6,0,1,0,0,0,0,29,0,1,0,0,0,1,2,33,0,1,0,0,0,0,4,4,2,1,3,45,1,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,2,31,1,1,1,1,2,99,2,1,2,7
2183,7,0,1,0,0,0,0,33,0,1,0,0,0,0,4,32,0,0,0,0,1,0,1,3,2,2,5,20,1,0,0,0,0,0,0,2,2,0,50,2,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,11
2185,1,0,1,0,0,0,0,31,0,1,0,0,0,0,1,36,0,1,0,0,0,0,1,4,3,1,12,37,3,0,0,0,0,0,0,3,1,11,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14
2187,9,0,1,0,0,0,0,20,0,1,0,0,0,0,4,27,0,1,0,0,0,0,4,3,0,2,1,0,3,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,99,3,1,2,10
2189,1,0,0,0,0,1,0,32,0,0,0,0,1,0,4,32,0,0,0,0,1,0,1,4,2,1,9,0,3,0,0,0,0,0,0,1,1,13,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12
2190,5,0,1,0,0,0,0,32,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,4,3,2,8,0,2,0,0,0,0,0,0,3,1,1,60,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,12
2191,10,1,0,0,0,0,0,34,1,0,0,0,0,0,4,43,1,0,0,0,0,0,1,3,2,2,12,0,3,0,0,0,0,0,0,2,2,11,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,10
2192,4,0,1,0,0,0,0,29,0,1,0,0,0,0,4,30,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,2,1,8,45,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,13
2193,6,0,1,0,0,0,0,32,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,4,4,1,3,30,3,0,0,0,0,0,0,1,1,4,40,1,0,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,14
2195,10,0,0,1,0,0,0,21,0,0,1,0,0,0,4,29,0,0,1,0,0,0,4,2,0,2,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,99,2,1,2,6
2196,4,0,1,0,0,0,0,32,0,0,0,0,1,0,1,32,0,1,0,0,0,0,1,4,1,1,13,26,3,0,0,0,0,0,0,3,1,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
