ID,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce10,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,total_income_hhld_code
7088,7,0,1,0,0,0,0,24,0,1,0,0,0,0,4,28,0,1,0,0,0,0,2,3,0,2,4,0,1,0,0,1,0,0,0,2,2,2,40,1,0,0,1,0,0,0,2,21,1,1,1,1,2,99,6,1,1,?
7089,9,0,0,1,0,0,1,22,0,0,1,0,0,0,4,26,0,0,1,0,0,1,4,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,99,2,1,2,?
7090,4,0,1,0,0,0,0,35,0,1,0,0,0,0,1,37,0,1,1,0,0,0,1,4,4,1,12,30,3,0,0,0,0,0,0,8,1,7,55,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,?
7091,4,0,1,0,0,0,0,33,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,3,1,9,0,3,0,0,0,0,0,0,5,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7092,5,0,1,1,0,1,0,35,0,1,0,0,1,0,2,35,0,1,1,0,1,0,1,4,4,1,7,2,3,0,0,0,0,0,0,7,1,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7095,9,0,0,0,0,0,1,24,0,0,0,0,0,1,4,33,0,0,0,0,0,1,4,1,0,1,4,0,3,0,0,0,0,0,0,2,2,4,0,3,0,0,0,0,0,0,2,31,1,1,1,99,2,99,3,1,2,?
7097,4,0,1,0,0,0,0,37,0,1,0,0,0,0,4,37,0,1,0,0,0,0,4,3,2,2,0,0,1,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,4,1,2,?
7098,10,0,1,0,0,0,0,20,0,1,0,0,0,0,4,26,0,1,0,0,0,0,3,2,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,2,1,2,?
7099,7,0,0,1,0,0,0,32,0,0,1,0,0,0,1,27,0,0,1,0,0,0,1,3,0,2,11,45,3,0,0,0,0,0,0,0,2,1,52,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,?
7100,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,4,3,1,2,0,2,0,0,0,0,0,0,4,1,2,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7101,6,0,0,0,0,1,0,40,0,0,0,0,1,0,4,54,0,0,0,0,1,0,4,4,3,1,3,0,3,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7102,5,1,1,0,0,0,0,58,0,1,0,0,0,0,4,54,0,1,0,0,0,0,1,4,24,1,13,0,3,0,0,0,0,0,0,24,1,11,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7103,10,0,0,1,0,0,0,26,0,0,1,0,0,0,4,29,0,0,1,0,0,0,4,3,0,2,3,0,3,1,0,1,1,0,0,3,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,8,1,2,?
7105,3,0,1,0,0,0,0,30,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,1,1,10,0,2,0,0,0,0,0,0,2,1,4,47,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7106,10,0,1,1,0,0,0,18,0,1,1,0,0,0,2,30,0,1,1,0,0,0,4,3,0,2,0,0,1,0,1,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,3,1,2,?
7108,6,0,1,0,0,0,1,31,0,1,0,0,0,0,4,34,0,0,0,0,0,1,4,3,0,2,5,0,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,4,1,2,?
7109,2,0,1,0,0,0,0,33,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,4,0,1,10,0,3,0,0,0,0,0,0,2,1,9,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7110,2,0,1,0,0,0,1,35,0,0,0,0,0,1,2,43,0,1,0,0,0,0,1,4,6,1,2,4,3,0,0,0,0,0,0,4,1,9,36,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
7111,8,1,0,0,0,0,0,32,1,0,0,0,0,0,4,28,1,0,0,0,0,0,2,3,0,1,4,0,3,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,?
7112,8,0,1,1,0,0,0,29,0,1,0,0,0,0,4,23,0,1,1,0,0,0,1,3,3,2,1,2,3,0,0,0,0,0,0,1,2,1,46,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7113,9,0,1,0,0,0,0,29,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,9,1,1,0,1,0,0,0,0,0,0,5,1,8,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7114,3,0,1,0,0,0,0,33,0,1,0,0,0,0,4,33,0,0,0,0,1,0,1,3,1,1,11,0,3,0,0,0,0,0,0,2,1,9,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7115,9,0,1,0,0,0,0,31,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,3,0,2,2,0,3,0,0,0,0,0,0,2,1,2,44,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,?
7116,6,0,1,1,0,0,0,28,0,1,1,0,0,0,4,31,0,1,0,0,0,0,1,3,2,1,1,0,2,0,0,0,0,0,0,5,1,1,60,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,?
7117,7,0,1,0,0,0,0,36,0,1,0,0,0,0,4,36,0,1,0,0,0,0,4,2,0,2,11,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,99,3,1,2,?
7118,6,0,1,0,0,0,0,36,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,3,6,1,2,0,2,0,0,0,0,0,0,5,1,8,45,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7119,5,0,1,1,0,0,0,32,0,1,0,0,0,0,4,35,0,1,1,0,0,0,4,3,1,2,1,0,1,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,99,3,1,2,?
7120,10,0,0,1,0,0,0,25,0,0,1,0,0,0,1,30,0,0,1,0,0,0,4,3,0,2,11,45,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,3,1,2,?
7121,4,0,1,0,0,0,0,31,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,3,2,2,11,5,3,0,0,0,0,0,0,0,2,11,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7122,6,0,1,0,0,0,0,34,0,1,0,0,0,0,2,28,0,1,0,0,0,0,1,3,0,2,2,8,3,0,0,0,0,0,1,0,2,8,50,3,0,0,0,0,0,1,2,21,1,1,1,1,2,4,5,1,1,?
7123,4,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,6,1,2,0,2,0,0,0,0,0,0,5,1,8,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7124,10,0,0,0,1,0,0,31,0,0,0,1,1,0,4,40,0,0,0,1,1,0,4,3,2,2,0,0,3,0,0,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,9,1,1,?
7125,4,0,1,0,0,0,0,27,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,2,2,3,0,2,0,0,0,0,0,0,2,2,1,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7126,2,0,1,0,0,0,0,44,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,4,2,11,0,3,0,0,0,0,0,0,2,2,11,45,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7127,3,0,0,0,0,1,0,36,0,0,0,0,1,0,4,38,0,0,0,0,1,0,1,3,4,1,12,0,3,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7128,7,0,1,1,0,0,0,33,0,1,1,0,0,0,2,37,0,1,0,0,0,0,1,4,13,1,1,20,2,0,0,0,0,0,0,7,1,0,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7129,6,1,0,0,0,0,0,36,1,0,0,0,0,0,1,38,1,0,0,0,0,0,1,4,5,1,4,18,3,0,0,0,0,0,0,4,1,4,0,3,0,0,0,0,0,0,1,31,1,1,1,1,2,99,8,1,2,?
7130,4,0,1,0,0,0,0,34,0,1,0,0,0,0,4,37,0,1,0,0,0,0,4,3,2,1,11,0,3,0,0,0,0,0,0,2,1,10,0,3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,3,1,2,?
7133,4,0,1,0,0,0,0,27,0,1,0,0,0,0,2,29,0,1,0,0,0,0,1,3,4,1,11,28,3,0,0,0,0,0,0,3,1,4,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
7134,1,0,1,0,0,0,0,35,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,3,1,14,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7135,4,0,1,0,0,0,0,37,0,1,0,0,0,0,2,48,0,0,0,0,1,0,1,4,0,1,8,20,2,0,0,0,0,0,0,3,1,8,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7136,10,0,0,0,0,0,1,36,0,0,0,0,0,1,4,35,0,0,0,0,0,1,1,3,3,2,0,0,1,0,0,0,0,0,0,2,2,0,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,99,6,2,1,?
7138,3,0,1,1,0,0,0,23,0,1,0,0,0,0,4,28,0,1,1,0,0,0,1,2,1,1,2,0,1,0,0,0,0,0,0,1,1,1,60,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,?
7141,9,0,1,1,0,0,0,33,0,1,0,0,0,0,1,35,0,0,1,0,0,0,1,4,2,1,0,40,2,0,0,0,0,0,0,35,1,0,52,1,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,?
7142,10,0,1,0,0,0,0,20,0,1,0,0,0,0,4,33,0,1,0,0,0,0,3,3,0,2,2,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7143,1,0,1,1,0,0,0,39,0,1,1,0,0,0,4,30,0,1,0,0,0,0,1,4,6,1,7,0,2,0,0,0,0,0,0,0,1,2,37,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7144,5,0,1,0,0,0,0,39,0,1,0,0,0,0,4,42,0,1,0,0,0,0,1,3,13,2,10,0,3,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,6,1,1,?
7145,2,0,0,0,0,1,0,28,0,0,0,0,1,0,4,33,0,0,0,0,1,0,4,3,0,2,1,0,1,0,1,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,2,33,1,1,1,1,2,4,5,1,2,?
7146,4,0,1,0,0,0,0,19,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,3,1,2,0,0,3,0,0,0,0,0,0,0,2,8,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,?
7147,5,0,0,1,0,0,0,19,0,0,1,0,0,0,3,29,0,0,1,0,0,0,4,3,3,2,2,0,1,0,0,1,0,0,0,3,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,5,1,2,?
7148,1,0,1,0,0,0,0,34,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,4,7,1,8,0,3,0,0,0,0,0,0,7,1,8,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7149,1,0,1,0,0,0,0,27,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,0,2,12,0,3,0,0,0,0,0,0,3,2,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
7150,4,0,0,0,0,1,0,33,0,0,0,0,1,0,1,34,0,1,0,0,0,0,1,3,1,1,8,50,2,0,0,0,0,0,0,1,1,4,55,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7151,5,0,1,0,0,0,0,24,0,1,0,0,0,0,2,28,0,1,0,0,0,0,1,3,1,2,8,6,2,0,0,0,0,0,0,1,2,9,45,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7152,10,0,0,0,0,0,0,44,0,1,0,0,0,0,2,35,0,1,0,0,0,0,4,3,20,2,8,8,1,0,0,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,6,2,2,?
7153,10,0,0,0,0,0,1,36,0,0,0,0,0,1,4,37,0,0,0,0,0,1,1,4,13,2,2,0,3,0,0,0,0,0,0,4,1,3,40,3,0,0,0,0,0,0,1,21,1,1,1,99,99,99,8,1,1,?
7154,7,0,1,0,0,0,0,28,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,3,1,1,8,105,3,0,0,0,0,0,0,3,1,4,57,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,?
7155,2,0,1,0,0,0,0,33,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,4,6,1,11,0,3,0,0,0,0,0,0,2,1,11,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,?
7156,2,0,0,0,0,1,0,36,0,0,0,0,1,0,4,37,0,0,0,0,1,0,1,4,3,1,11,0,3,0,0,0,0,0,0,2,1,11,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7158,2,0,1,0,0,0,0,35,0,1,0,0,0,0,4,30,0,1,0,0,0,0,1,3,0,1,11,0,2,0,0,0,0,0,0,0,1,9,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,2,1,?
7159,8,0,1,1,0,0,0,23,0,1,0,0,0,0,2,28,0,1,1,0,0,0,1,3,1,2,1,0,3,0,0,0,0,0,0,2,2,1,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7160,5,0,1,0,0,0,0,29,0,1,0,0,0,0,1,33,0,1,0,0,0,0,4,3,7,2,2,0,2,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,99,2,1,2,?
7161,7,0,0,1,0,0,0,64,0,0,1,0,0,0,4,47,0,0,1,0,0,0,4,4,11,1,0,0,3,0,0,0,0,0,0,14,1,0,0,3,0,0,0,0,0,0,1,33,1,1,11,99,2,99,3,1,2,?
7164,8,0,1,0,0,0,0,19,0,1,1,0,0,0,4,23,0,1,0,0,0,0,2,3,4,2,10,0,2,1,0,0,0,1,0,11,2,10,25,3,1,0,0,0,1,0,2,21,1,1,1,1,2,4,7,1,1,?
7166,9,0,0,1,0,0,0,36,0,0,1,0,0,0,4,37,0,0,1,0,0,0,4,3,3,2,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,33,1,1,1,1,99,99,4,1,2,?
7167,7,0,1,0,0,0,0,30,0,1,0,0,0,0,2,36,0,0,0,0,1,0,1,3,4,1,8,5,3,0,0,0,0,0,0,4,1,4,45,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
7168,10,0,1,1,0,0,0,26,0,1,0,0,0,0,4,28,0,1,1,0,0,0,1,3,2,2,1,2,2,0,0,0,0,0,0,1,2,2,55,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7169,2,0,1,0,0,0,0,37,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,3,1,11,0,2,0,0,0,0,0,0,3,1,8,48,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7171,4,0,1,0,0,0,0,29,0,1,0,0,0,0,4,33,0,0,0,0,1,0,1,3,0,1,11,0,3,0,0,0,0,0,0,0,1,11,42,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
7172,8,0,1,0,0,0,0,34,0,1,0,0,0,0,2,33,0,0,0,0,1,0,1,3,2,1,9,10,1,0,0,0,0,0,0,2,1,4,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7173,6,0,1,1,0,0,0,31,0,1,1,0,0,0,4,38,0,1,0,0,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,1,2,1,40,1,0,0,0,0,0,0,2,31,1,1,1,1,2,99,4,1,3,?
7174,2,0,1,0,0,0,0,34,0,1,0,0,0,0,1,39,0,1,0,0,0,0,1,4,4,1,12,44,3,0,0,0,0,0,0,3,1,9,70,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,5,1,1,?
7175,6,0,1,0,0,0,0,22,0,1,0,0,0,0,4,33,0,1,0,0,0,0,4,2,2,2,1,0,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,99,4,1,2,?
7178,7,1,0,0,0,0,0,33,1,0,0,0,0,0,1,45,1,0,0,0,0,0,1,2,10,2,4,24,3,0,0,0,0,0,0,3,2,4,44,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,?
7179,5,0,1,0,0,0,0,29,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,3,2,1,9,40,3,0,0,0,0,0,0,2,1,4,40,2,0,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,?
7181,2,0,1,0,0,0,0,33,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,3,3,2,8,20,3,0,0,0,0,0,0,3,2,11,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7182,9,0,0,0,0,0,1,28,0,0,0,0,0,1,4,32,0,0,0,0,0,1,4,3,0,2,7,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,99,5,1,2,?
7185,9,0,0,1,0,0,0,31,0,0,1,0,0,0,4,24,0,1,1,0,0,0,1,5,7,1,0,0,1,0,0,0,0,0,0,20,1,0,0,1,0,0,1,0,0,0,1,31,1,1,1,1,2,99,5,1,3,?
7187,8,0,1,0,0,0,0,31,0,1,0,0,0,0,4,24,0,1,0,0,0,0,1,3,0,2,7,0,1,0,0,0,0,0,0,0,2,7,40,1,0,0,0,0,0,0,2,21,1,1,1,99,99,99,10,1,1,?
7188,10,0,0,1,0,0,0,20,0,0,1,0,0,0,4,22,0,1,1,0,0,0,2,3,0,2,1,0,1,0,0,0,0,0,0,0,2,0,25,3,0,0,0,0,0,0,1,21,1,1,1,1,99,99,3,1,1,?
7189,1,0,0,0,0,1,0,34,0,0,0,0,1,0,4,33,0,0,0,0,1,0,1,4,6,2,3,0,3,0,0,0,0,0,0,1,1,11,48,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,2,1,?
7190,8,1,0,0,0,0,0,30,1,0,0,0,0,0,4,34,1,0,0,0,0,0,2,1,2,2,11,0,3,0,0,0,0,0,0,0,2,11,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7194,10,0,1,0,0,0,0,23,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,3,0,2,0,0,2,0,0,0,0,0,0,0,2,0,43,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,?
7196,10,0,1,0,0,0,0,32,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,3,2,1,10,0,3,0,0,0,0,0,0,1,1,10,43,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7197,2,0,1,0,0,0,0,35,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,3,3,1,11,0,3,0,0,0,0,0,0,3,1,3,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7198,8,0,1,1,0,0,0,34,0,1,0,0,0,0,4,34,0,0,1,0,0,0,1,3,5,1,10,0,2,0,0,0,0,0,0,5,1,0,60,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,?
7199,5,0,1,1,0,0,0,31,0,1,1,0,0,0,4,29,0,1,1,0,0,0,1,3,5,2,2,0,1,0,0,0,0,0,0,5,2,2,60,2,0,0,0,0,0,0,1,21,1,1,1,99,2,99,4,1,1,?
7200,1,1,0,0,0,0,0,33,1,0,0,0,0,0,4,31,1,0,0,0,0,0,4,4,0,1,4,0,3,0,0,0,0,0,0,0,1,10,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,?
7201,10,0,0,0,0,0,0,40,0,1,1,0,0,0,4,38,0,0,1,0,0,0,4,3,2,2,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,6,2,2,?
7202,10,0,0,1,0,0,0,27,0,0,1,0,0,0,3,28,0,0,1,0,0,0,4,3,1,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,99,4,1,2,?
7203,6,0,1,0,0,0,0,30,0,1,0,0,0,0,2,32,0,0,0,0,1,0,2,2,5,1,11,40,3,0,0,0,0,0,0,5,1,10,10,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7205,7,0,1,0,0,0,0,26,0,1,0,0,0,0,4,32,0,0,1,0,0,0,1,4,3,2,1,0,2,0,0,0,0,0,0,3,2,2,70,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,?
7206,5,0,1,0,0,0,0,33,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,2,1,10,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7207,4,0,1,0,0,0,0,26,0,1,0,0,0,0,4,21,0,1,0,0,0,0,1,4,8,2,1,0,2,0,0,0,0,0,1,0,2,2,40,1,0,0,0,0,0,1,2,21,1,1,1,1,2,4,5,1,1,?
7208,8,0,0,1,0,0,0,30,0,0,1,0,0,0,2,30,0,0,1,0,0,0,1,3,0,2,11,10,1,0,0,0,0,0,0,0,2,0,44,3,0,0,0,0,0,0,2,21,1,1,1,99,99,99,6,1,1,?
7210,3,0,1,0,0,0,0,30,0,1,0,0,0,0,1,30,0,0,0,0,1,0,1,3,0,1,9,40,1,0,0,0,0,0,0,3,1,0,60,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7211,4,0,1,0,0,0,0,34,0,1,0,0,0,0,4,43,0,1,0,0,0,0,1,2,2,1,8,0,2,0,0,0,0,0,0,0,1,9,40,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,?
7212,7,0,1,0,0,0,0,36,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,2,1,1,11,0,3,0,0,0,0,0,0,4,1,11,60,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7213,7,0,1,0,0,0,0,22,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,3,2,2,2,0,2,0,0,0,0,0,0,0,2,2,47,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,?
7214,8,0,0,1,0,0,0,35,0,0,1,0,0,0,4,33,0,0,1,0,0,0,4,3,0,2,0,0,2,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,99,7,1,2,?
7215,9,0,1,0,0,0,0,25,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,3,3,1,8,0,3,0,0,0,0,0,0,3,1,2,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
7216,5,0,1,1,0,0,0,21,0,1,0,0,0,0,4,37,0,1,1,0,0,0,1,3,3,2,2,0,2,0,0,0,0,0,0,0,2,4,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
7218,7,1,1,1,0,0,0,18,0,1,1,0,0,0,4,29,0,1,1,0,0,0,4,3,0,2,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,4,4,1,2,?
7219,9,0,1,0,0,0,0,30,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,3,3,2,8,0,2,0,0,0,0,0,0,3,2,8,60,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7220,10,0,1,1,0,0,0,22,0,1,1,0,0,0,4,21,0,1,0,0,0,0,1,4,3,2,0,0,3,0,0,0,0,0,0,0,2,0,60,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,?
7221,7,0,0,0,0,1,0,39,0,1,0,0,0,0,4,40,0,0,0,0,1,0,1,6,3,1,10,0,3,0,0,0,0,0,0,9,1,10,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,?
7222,6,1,1,1,0,0,0,32,1,0,0,0,0,0,4,29,0,1,0,0,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,2,2,8,41,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,5,1,1,?
7223,2,0,1,0,0,0,0,24,0,1,0,0,0,0,4,29,0,1,0,0,0,0,3,3,0,2,1,0,1,0,0,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,4,4,1,2,?
7224,10,0,1,1,0,0,0,36,0,1,1,0,0,0,4,38,0,1,0,0,0,0,1,4,0,1,11,0,3,0,0,0,0,0,0,0,1,4,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
7225,4,0,0,0,0,1,0,29,0,0,0,0,1,0,2,34,0,0,0,0,1,0,1,3,2,1,3,15,2,0,0,0,0,0,0,2,1,0,45,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7226,10,0,1,1,0,0,0,20,0,1,1,0,0,0,4,30,0,1,1,0,0,0,4,3,1,2,0,0,1,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,4,1,2,?
7227,3,0,1,0,0,0,0,33,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,0,2,4,0,2,0,0,0,0,0,0,0,2,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
7228,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,3,6,1,8,0,2,0,0,0,0,0,0,3,1,2,46,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,?
7229,2,0,1,0,0,0,0,36,0,1,0,0,0,0,4,43,0,1,0,0,0,0,1,3,2,1,12,0,3,0,0,0,0,0,0,3,1,14,37,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,?
