"","random_ID","NZDep2006","ch_asian","ch_euro","ch_maori","ch_melaa","ch_other","ch_pacific","m_age","m_asian","m_euro","m_maori","m_melaa","m_other","m_pacific","m_wklfs_code","d_age","d_asian","d_euro","d_maori","d_melaa","d_other","d_pacific","d_wklfs_code","bedroom_count_code","m_years_at_addr_code","m_tenure_holder_code","m_education","m_work_hours","m_smoke","m_income_srce7","m_income_srce8","m_income_srce9","m_income_srce10","m_income_srce11","m_income_srce12","d_years_at_addr_code","d_tenure_holder_code","d_education","d_work_hours","d_smoke","d_income_srce7","d_income_srce8","d_income_srce9","d_income_srce10","d_income_srce11","d_income_srce12","ch_sex","child_depend_family_type_code","d_family_role_code","heat_fuel","m_family_role_code","telecomm1_code","telecomm2_code","telecomm4_code","usual_resdnt_count_code","twin","singparstat","total_income_hhld_code"
"4816",6312,"9","0","0","0","0","1","0",33,"0","0","0","0","1","0","4",36,"0","0","0","0","1","0","1",2,2,"2","2",0,"3","0","0","0","0","0","0",2,"2","2",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","11"
"4817",6313,"3","0","0","0","0","1","0",29,"0","0","0","0","1","0","4",41,"0","0","0","0","1","0","1",3,2,"2","3",0,"3","0","0","0","0","0","0",1,"2","7",45,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","99","4",2,"1","10"
"4818",6314,"7","0","1","0","0","0","0",28,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",3,1,"1","1",0,"2","0","0","0","0","0","0",3,"1","0",50,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","13"
"4819",6315,"9","0","1","0","0","0","0",32,"0","1","0","0","0","0","2",30,"1","1","0","0","0","0","1",3,4,"1","2",0,"3","0","0","0","0","0","0",2,"1","1",45,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","99","5",1,"1","11"
"4820",6316,"5","0","1","1","0","0","0",30,"0","1","0","0","0","0","1",29,"0","1","1","0","0","0","1",3,1,"1","10",31.6254620865246,"2","0","0","0","0","0","0",2,"2","8",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","13"
"4821",6319,"7","0","1","0","0","0","0",22,"0","1","0","0","0","0","1",25.7622724726254,"0","1","0","0","0","0","4",2,0,"2","0",5,"1","0","0","0","0","0","0",0.579460784313725,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","99","99","3",1,"2","7"
"4822",6320,"8","0","1","1","0","0","0",33,"0","1","0","0","0","0","2",28,"0","1","1","0","0","0","1",4,1,"1","9",40,"1","0","0","0","0","0","0",2.32148529411765,"1","9",0,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","6",1,"1","13"
"4823",6321,"2","0","1","0","0","0","0",27,"0","1","0","0","0","0","4",35,"0","1","0","0","0","0","1",3,7,"1","11",0,"3","0","0","0","0","0","0",7,"1","9",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"4824",6322,"1","0","1","0","0","0","0",43,"0","1","0","0","0","0","4",48,"0","1","0","0","0","0","1",3,5,"1","10",0,"3","0","0","0","0","0","0",3,"1","1",48,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","14"
"4825",6323,"6","0","1","0","0","0","0",29,"0","1","0","0","0","0","2",29,"0","1","0","0","0","0","1",4,1,"1","9",12,"3","0","0","0","0","0","0",1,"1","11",45,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","12"
"4826",6324,"10","0","1","1","0","0","0",33,"0","1","1","0","0","0","4",36.2353888888889,"0","1","1","0","0","0","4",2,5,"1","7",0,"1","0","0","0","0","0","0",5.79316666666667,"1","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","99","2","99","3",1,"2","5"
"4827",6325,"8","0","1","0","0","0","0",21,"0","1","0","0","0","0","3",25.0166965452848,"0","1","0","0","0","0","4",3,1,"2","0",0.240000000000001,"1","0","0","0","0","0","0",0.788530303030303,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","99","99","99","3",1,"2","4"
"4828",6326,"6","0","1","0","0","0","0",23,"0","1","0","0","0","0","2",34,"0","0","0","0","1","0","1",3,6,"1","8",12,"3","0","0","0","0","0","0",7,"1","3",38,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","13"
"4829",6327,"9","0","1","0","0","0","0",30,"0","1","0","0","0","0","2",35,"0","1","0","0","0","0","1",4,4,"1","11",10.0332509157509,"1","0","0","0","0","0","0",0,"2","8",40,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"4830",6328,"4","0","1","1","0","0","0",36,"0","1","0","0","0","0","4",40,"0","1","1","0","0","0","1",3,6,"1","11",0,"2","0","0","0","0","0","0",5,"1","6",40,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","14"
"4831",6329,"7","0","1","0","0","0","0",25,"0","1","0","0","0","0","4",29,"0","1","0","0","0","0","1",2.92042162698413,1,"2","0",0,"2","0","0","0","0","0","0",1,"2","0",40,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","9"
"4832",6330,"4","0","1","0","0","0","0",27,"0","1","0","0","0","0","4",28,"0","1","0","0","0","0","1",3,1,"2","9",0,"3","0","0","0","0","0","0",0,"2","4",50,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","13"
"4833",6331,"1","0","1","0","0","0","0",30,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",5,2,"1","3",0,"2","0","0","0","0","0","0",0,"1","11",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","8",1,"1","14"
"4834",6332,"9","1","0","0","0","0","0",20,"1","0","0","0","0","0","4",24,"1","0","0","0","0","0","1",3.34031844499586,5,"1","0",0,"3","0","1","0","0","0","0",3,"1","0",60,"3","0","1","0","0","0","0","1","21","1","1","1","1","2","99","5",1,"1","12"
"4835",6333,"10","0","1","0","0","0","0",30,"0","1","0","0","0","0","4",32,"0","1","0","0","0","0","2",3,0,"2","9",0,"3","0","0","0","0","0","0",0,"2","7",9,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","7"
"4836",6334,"5","0","1","0","0","0","0",32,"0","1","0","0","0","0","4",41,"0","1","0","0","0","0","1",3,2,"1","7",0,"3","0","0","0","0","0","0",2,"1","1",45,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","13"
"4837",6335,"4","0","0","0","0","0","0",26,"0","1","0","0","0","0","4",29,"0","1","0","0","0","0","1",3,1.42039985994398,"2","0",0,"1","0","0","0","0","0","0",0,"2","6",45,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","99","4",1,"1","11"
"4838",6336,"2","0","1","0","0","0","0",35,"0","1","0","0","0","0","4",37,"0","1","0","0","0","0","1",4,2,"1","11",0,"3","0","0","0","0","0","0",3,"1","11",40,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","14"
"4839",6339,"3","0","0","0","0","1","0",40,"0","0","0","0","1","0","1",43,"0","1","0","0","0","0","1",3,4,"1","10",60,"3","0","0","0","0","0","0",1,"1","4",55,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","14"
"4840",6342,"3","0","1","0","0","0","0",27,"0","1","0","0","0","0","2",26,"0","1","0","0","0","0","1",4,0,"2","12",5,"3","0","0","0","0","0","0",0,"2","6",60,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"4841",6344,"4","0","0","0","0","1","0",33,"0","0","0","0","1","0","2",35,"0","0","0","0","1","0","1",4,2,"1","8",40,"3","0","0","0","0","0","0",2,"1","11",57,"3","0","0","0","0","0","0","1","21","1","1","1","99","2","4","5",1,"1","14"
"4842",6346,"3","0","1","0","0","0","0",29,"0","1","0","0","0","0","1",29,"0","1","0","0","0","0","1",3,0,"1","11",40,"3","0","0","0","0","0","0",1,"1","11",60,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","14"
"4843",6347,"5","0","1","0","0","0","1",20,"0","1","0","0","0","1","4",29.7364285714286,"0","0","0","0","0","1","4",3,18,"2","2",0,"1","0","0","1","0","0","0",3.82375,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","4","6",1,"2","14"
"4844",6348,"10","0","0","1","0","0","0",22,"0","0","0","0","0","0","4",22,"0","0","1","0","0","0","2",2,0,"2","8",0,"3","0","0","1","0","1","1",0,"2","0",0,"2","0","0","1","0","1","1","2","21","1","1","1","1","99","4","4",1,"1","7"
"4845",6349,"5","0","0","0","0","1","0",36,"0","0","0","0","1","0","4",37.4017253684082,"0","1","0","0","0","0","4",2,1,"1","10",0,"3","0","0","0","0","0","0",2.44264033189033,"1","0",0,"3","0","0","0","0","0","0","1","31","1","1","1","1","2","99","2",1,"2","4"
"4846",6351,"7","0","1","0","0","0","0",29,"0","1","0","0","0","0","4",30,"0","1","0","0","0","0","1",4,1,"1","11",0,"3","0","0","0","0","0","0",1,"1","11",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","6",1,"1","13"
"4847",6352,"2","0","1","0","0","0","0",34,"0","1","0","0","0","0","2",35,"0","1","0","0","0","0","1",4,1,"1","6",14,"2","0","0","0","0","0","0",2,"1","9",45,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"4848",6354,"8","0","1","0","0","0","0",31.3689365079365,"0","1","0","0","0","0","4",42,"0","1","0","0","0","0","3",3,1.47573185148185,"2","0",0,"2","0","0","0","0","0","0",0,"2","1",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","4","6",1,"3","7"
"4849",6355,"5","0","1","0","0","0","0",31,"0","1","0","0","0","0","4",30,"0","1","0","0","0","0","1",3,0,"2","11",0,"3","0","0","0","0","0","0",0,"2","12",89,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","12"
"4850",6356,"3","1","0","0","0","0","0",29,"1","0","0","0","0","0","1",26,"1","0","0","0","0","0","1",3,3,"1","10",40,"3","0","0","0","0","0","0",5,"1","11",80,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","14"
"4851",6357,"4","0","1","0","0","0","0",41,"0","1","0","0","0","0","4",39,"0","1","0","0","0","0","1",4,0,"2","13",0,"3","0","0","0","0","0","0",1,"2","11",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","14"
"4852",6359,"2","0","1","0","0","0","0",31,"1","0","0","0","0","0","4",40,"0","1","0","0","0","0","1",3,3,"1","4",0,"3","0","0","0","0","0","0",3,"1","9",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"4853",6361,"6","0","1","0","0","0","0",32,"0","1","0","0","0","0","4",41,"0","0","0","0","1","0","1",4,4,"1","2",0,"2","0","0","0","0","0","0",4,"1","2",60,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","13"
"4854",6362,"5","0","1","0","0","0","0",33,"0","1","0","0","0","0","4",31,"0","1","0","0","0","0","1",3,1,"1","11",0,"3","0","0","0","0","0","0",0,"1","10",55,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","14"
"4855",6364,"7","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",30.6497619047619,"0","1","0","0","0","0","4",4,0,"2","0",0,"2","0","1","0","0","0","0",1.9556091954023,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","4","4",1,"2","5"
"4856",6365,"8","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",26,"0","1","0","0","0","0","1",3,0,"2","6",0,"1","0","0","0","0","0","0",0,"2","0",50,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","99","3",1,"1","11"
"4857",6366,"7","0","0","1","0","0","0",21,"0","0","1","0","0","0","4",19,"0","0","1","0","0","0","1",2,0,"2","1",0,"1","0","0","0","0","0","0",0,"2","1",58,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","99","3",1,"1","10"
"4858",6367,"1","0","1","0","0","0","0",37,"0","1","0","0","0","0","4",39,"0","1","0","0","0","0","1",4,0,"1","11",0,"1","0","0","0","0","0","0",0,"1","1",65,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","14"
"4859",6369,"1","0","1","0","0","0","0",36,"0","1","0","0","0","0","4",33,"0","1","0","0","0","0","1",3,4,"1","10",0,"1","0","0","0","0","0","0",3,"1","1",64,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","14"
"4860",6370,"5","0","1","0","0","0","0",17,"0","1","0","0","0","0","4",27.9390952380952,"0","1","0","0","0","0","4",3,0,"2","3",0,"1","0","1","0","0","0","1",1.64062299465241,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","99","4",1,"2","8"
"4861",6372,"5","1","0","0","0","0","0",28,"1","0","0","0","0","0","4",28,"1","0","0","0","0","0","4",2,1,"2","4",0,"3","0","0","0","0","0","0",0,"2","1",0,"3","0","0","0","0","0","0","1","21","1","1","1","99","2","4","3",1,"1","7"
"4862",6373,"7","1","0","0","0","0","0",24,"1","0","0","0","0","0","1",34.2549898989899,"1","0","0","0","0","0","3",2,0,"2","12",40,"3","0","0","0","0","0","0",1.52917606516291,"2","13",0,"3","0","0","0","0","0","0","2","31","1","1","1","1","2","4","2",1,"2","5"
"4863",6374,"4","0","1","0","0","0","0",41,"0","1","0","0","0","0","4",40,"0","1","0","0","0","0","1",5,11,"1","10",0,"2","0","0","0","0","0","0",5,"1","11",50,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",2,"1","14"
"4864",6375,"5","1","0","0","0","0","0",24,"1","0","0","0","0","0","4",33,"1","0","0","0","0","0","1",5,2,"2","3",0,"3","0","0","0","0","0","1",2,"2","8",34,"3","0","0","0","0","0","1","2","21","1","1","1","1","2","4","7",1,"1","14"
"4865",6379,"10","0","0","0","0","0","1",37,"0","0","0","0","0","1","4",33,"0","0","0","0","0","1","4",3,2,"2","6",0,"3","0","0","0","0","0","0",1,"2","2",0,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","99","4",1,"1","7"
"4866",6380,"1","0","1","0","0","0","0",37,"0","1","0","0","0","0","4",35,"0","1","0","0","0","0","1",4,2,"1","1",0,"3","0","0","0","0","0","0",2,"1","11",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"4867",6381,"10","0","0","0","0","0","1",29,"0","0","0","0","0","1","1",32,"0","0","0","0","0","1","1",2.81804273504274,3,"2","0",22.2256578947368,"3","0","0","0","0","0","0",0,"2","0",40,"3","0","0","0","0","0","0","2","21","1","1","1","99","99","99","5",1,"1","11"
"4868",6385,"6","0","1","0","0","0","0",39,"0","1","0","0","0","0","1",42,"0","1","0","0","0","0","1",3,0,"2","4",40,"1","0","0","0","0","0","0",0,"2","3",50,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"4869",6386,"4","1","0","0","0","0","0",41,"1","0","0","0","0","0","2",40,"1","0","0","0","0","0","1",5,3,"1","10",20,"3","0","1","0","0","0","0",3,"1","4",40,"3","0","1","0","0","0","0","1","21","1","1","1","1","2","4","6",1,"1","14"
"4870",6387,"6","0","1","0","0","0","0",29,"0","1","0","0","0","0","2",35,"0","1","0","0","0","0","1",4,6,"1","2",20,"3","0","0","0","0","0","0",8,"1","8",70,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","99","5",1,"1","12"
"4871",6389,"2","0","1","0","0","0","0",27,"0","1","0","0","0","0","2",34.0324841269841,"0","1","0","0","0","0","4",3,1,"2","0",6,"1","0","0","0","0","0","0",1.40969199761591,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","2",1,"2","5"
"4872",6390,"4","0","1","0","0","0","0",25,"0","0","0","1","1","0","2",27,"0","0","0","1","1","0","1",3,2,"1","4",40,"3","0","0","0","0","0","0",0,"2","4",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","14"
"4873",6392,"7","0","1","0","0","0","0",36,"0","1","0","0","0","0","4",32,"0","1","0","0","0","0","1",3,6,"1","2",0,"3","0","0","0","0","0","0",6,"1","3",40,"3","0","0","0","0","0","0","1","21","1","1","1","99","2","4","4",1,"1","13"
"4874",6393,"9","0","1","1","0","0","1",25,"0","1","1","0","0","1","4",31.2936885964912,"0","1","1","0","0","0","4",3,2,"2","2",0,"2","0","0","0","0","0","0",1.68500187969925,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","4","7",1,"2","5"
"4875",6395,"7","0","1","0","0","0","0",34,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",4,1,"1","11",0,"2","0","0","0","0","0","0",1,"1","11",40,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","13"
"4876",6396,"1","0","1","0","0","0","0",36,"0","1","0","0","0","0","4",35,"0","1","0","0","0","0","1",4,1,"1","7",0,"3","0","0","0","0","0","0",1,"1","10",42.9425292672621,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"4877",6397,"7","0","1","0","0","0","0",23,"0","1","0","0","0","0","1",29.2667377344877,"0","1","0","0","0","0","4",2,0,"2","1",40,"2","0","0","0","0","0","0",1.02134185061584,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","99","2",1,"2","7"
"4878",6398,"2","0","1","0","0","0","0",39,"0","1","0","0","0","0","1",37,"0","1","0","0","0","0","1",3,1,"1","11",50,"3","0","0","0","0","0","0",1,"1","11",38,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","14"
"4879",6399,"1","0","1","0","0","0","0",30,"0","1","0","0","0","0","1",33,"0","1","0","0","0","0","1",3,0,"2","11",10,"2","0","0","0","0","0","0",0,"2","14",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","14"
"4880",6400,"4","0","1","0","0","0","0",37,"0","1","0","0","0","0","4",38,"0","1","0","0","0","0","1",3,5,"1","2",0,"1","0","0","0","0","0","0",5,"1","1",45.2007781852135,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","99","3",1,"1","12"
"4881",6402,"7","0","0","0","0","1","0",29,"0","0","0","0","1","0","2",32,"0","0","0","0","1","0","1",5,0,"1","3",12.8264747474747,"3","0","0","0","0","0","0",3,"1","3",50,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","13"
"4882",6403,"6","0","1","0","0","0","0",33,"0","1","0","0","0","0","1",37,"0","1","0","0","0","0","1",4,1,"2","11",60,"3","0","0","0","0","0","0",1,"2","4",70,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","12"
"4883",6404,"7","0","1","1","0","0","0",26,"0","1","1","0","0","0","1",28.7735952380952,"0","1","1","0","0","0","4",3,1,"2","1",40,"1","0","0","1","0","0","1",1.64619059011164,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","4","5",1,"2","10"
"4884",6405,"9","0","0","0","0","0","1",34,"0","0","1","0","0","0","4",35,"0","0","1","0","0","1","1",3,5,"2","8",28,"1","0","0","0","0","0","0",35,"2","1",30,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","99","7",1,"1","12"
"4885",6406,"4","0","1","1","0","0","0",40,"0","0","1","0","0","0","1",43,"0","0","1","0","0","0","1",3,3,"2","10",40,"2","0","0","0","0","0","0",3,"2","1",40,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","4","6",1,"1","13"
"4886",6407,"1","0","1","0","0","0","0",34,"0","1","0","0","0","0","4",39,"0","1","0","0","0","0","1",5,0,"1","10",0,"3","0","0","0","0","0","0",0,"2","11",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","14"
"4887",6408,"6","0","1","1","0","0","0",30,"0","1","1","0","0","0","1",30,"0","1","1","0","0","0","1",3,1,"1","3",40,"2","0","0","0","0","0","0",3,"1","8",45,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","12"
"4888",6409,"7","0","0","1","0","0","1",27,"0","0","1","0","0","1","1",21,"0","0","0","0","0","1","1",3,0,"2","10",40,"3","0","0","0","0","0","0",0,"2","2",40,"3","0","0","0","0","0","0","1","21","1","0","1","1","2","4","3",1,"1","12"
"4889",6410,"9","0","1","0","0","0","0",27,"0","1","0","0","0","0","4",33.2030201465201,"0","1","0","0","0","0","4",2,2,"2","0",0,"3","0","0","0","0","0","0",1.7245845959596,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","99","99","4",1,"2","5"
"4890",6411,"7","0","1","0","0","0","0",35,"0","1","0","0","0","0","2",36,"0","1","0","0","0","0","1",3,1,"1","10",20,"3","0","0","0","0","0","0",2,"1","4",50,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","13"
"4891",6413,"4","0","1","0","0","0","0",33,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",3,3,"2","8",0,"3","0","0","0","0","0","0",0,"2","8",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","99","3",1,"1","10"
"4892",6414,"4","0","0","0","0","1","0",30,"0","0","0","0","1","0","1",35,"0","0","0","0","1","0","1",3,0,"1","10",40,"3","0","0","0","0","0","0",3,"1","11",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","14"
"4893",6416,"8","1","0","0","0","0","0",31,"1","0","0","0","0","0","1",29,"1","0","0","0","0","0","1",2,0,"2","11",10,"2","0","0","0","0","0","0",0,"2","11",40,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","10"
"4894",6417,"7","0","1","0","0","0","0",35,"0","1","0","0","0","0","4",39,"0","1","0","0","0","0","1",2,2,"1","6",0,"2","0","0","0","0","0","0",1,"1","4",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"4895",6418,"2","0","1","0","0","0","0",34,"0","1","0","0","0","0","4",31,"0","1","0","0","0","0","1",3,2,"1","7",0,"1","0","0","0","0","0","0",3,"1","3",40,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","13"
"4896",6420,"5","0","1","0","0","0","0",20,"0","1","0","0","0","0","1",25,"0","1","0","0","0","0","1",3,1,"2","8",40,"2","0","0","0","0","0","0",1,"2","1",54,"3","0","0","0","0","0","0","2","21","1","1","1","1","99","99","3",1,"1","10"
"4897",6421,"6","1","1","1","0","0","0",37,"0","1","0","0","0","0","4",34,"1","1","0","0","0","0","1",2,2,"1","13",0,"3","0","0","0","0","0","0",2,"1","7",60,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","14"
"4898",6423,"10","0","0","1","0","0","0",36,"0","0","1","0","0","0","4",35.1999444444444,"0","0","1","0","0","0","4",3,20,"2","1",0,"1","0","0","1","1","0","0",6.361,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","99","2","99","8",1,"2","6"
"4899",6424,"10","0","1","1","0","0","0",33.7945238095238,"0","1","1","0","0","0","4",51,"0","1","1","0","0","0","2",3,2.37434090909091,"2","0",0,"1","0","0","0","0","0","0",0,"2","6",8,"1","0","0","0","0","0","0","1","33","11","1","1","99","2","99","6",1,"3","5"
"4900",6425,"10","0","0","0","0","0","1",33,"0","0","0","0","0","1","1",39,"0","0","0","0","0","1","4",4,0,"2","0",34,"3","0","0","0","0","0","0",0,"2","4",0,"3","0","0","0","0","0","0","2","21","1","1","1","99","2","99","5",1,"1","2"
"4901",6426,"10","0","0","0","0","0","1",39,"0","0","0","0","0","1","3",39,"0","0","0","0","0","1","1",4,8,"2","10",0,"3","1","0","0","0","0","0",37,"2","0",40,"1","1","0","0","0","0","0","1","21","1","1","1","1","2","99","13",1,"1","10"
"4902",6427,"2","0","1","0","0","0","0",34,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",4,0,"1","11",0,"2","0","0","0","0","0","0",0,"1","8",44,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"4903",6428,"2","0","0","0","0","1","0",34,"0","0","0","0","1","0","2",34,"0","0","0","0","1","0","1",3,2,"1","11",8,"2","0","0","0","0","0","0",2,"1","11",44.4818472175972,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"4904",6429,"10","0","0","0","0","0","1",23,"0","1","0","0","0","1","4",22,"0","0","0","0","0","1","2",3,0,"2","8",0,"3","0","1","1","0","0","0",1,"2","1",40,"3","0","1","1","0","0","0","1","21","1","1","1","1","2","99","5",1,"1","5"
"4905",6430,"4","0","1","0","0","0","0",33,"0","1","0","0","0","0","4",29,"0","1","0","0","0","0","1",3,3,"1","2",0,"3","0","0","0","0","0","0",3,"1","8",50,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"4906",6431,"10","0","1","1","0","0","0",34,"0","1","1","0","0","0","4",38.953,"0","1","1","0","0","0","4",3,0,"2","0",0,"1","0","0","0","0","0","0",1.23749206349206,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","99","2","99","4",1,"2","5"
"4907",6432,"1","0","1","0","0","0","0",39,"0","1","0","0","0","0","4",33,"0","1","0","0","0","0","1",3,6,"1","11",0,"3","0","0","0","0","0","0",4,"1","13",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"4908",6434,"3","0","1","0","0","0","0",29,"0","1","0","0","0","0","4",32,"0","1","0","0","0","0","1",5,2,"2","2",0,"2","0","0","0","0","0","0",0,"2","8",40,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","4","6",1,"1","12"
"4909",6435,"10","0","0","1","0","0","0",24,"0","0","1","0","0","0","4",31.0540388615216,"0","0","1","0","0","0","4",3,1.96798015873016,"2","0",0,"1","0","0","1","0","0","0",2.02966666666667,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","99","99","99","7",1,"2","5"
"4910",6437,"10","1","0","0","0","0","0",20,"0","1","0","0","0","0","1",35,"0","1","0","0","0","0","1",2,2,"1","0",40,"2","0","0","0","0","0","0",2,"2","3",40,"1","0","0","0","0","0","0","1","21","1","1","1","1","99","99","3",1,"1","12"
"4911",6438,"4","0","1","0","0","0","0",31,"0","1","0","0","0","0","1",40,"0","1","0","0","0","0","1",3,0,"2","2",60,"2","0","0","0","0","0","0",0,"2","10",65,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","13"
"4912",6439,"6","0","1","1","0","0","0",31.8207631578947,"0","1","1","0","0","0","4",40,"0","1","0","0","0","0","1",3,1.88336349206349,"2","1",0,"3","0","0","0","0","0","0",2,"2","0",40,"3","0","0","0","0","0","0","1","31","1","1","1","1","2","4","3",1,"3","10"
"4913",6440,"2","1","0","0","0","0","0",35,"1","0","0","0","0","0","3",36,"1","0","0","0","0","0","1",4,2,"1","8",0,"3","0","0","0","0","0","0",2,"2","8",80,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","12"
"4914",6441,"2","1","0","0","0","1","0",41,"1","0","0","0","0","0","4",40,"0","1","0","0","0","0","1",5,2.27738504008069,"1","2",0,"3","0","0","0","0","0","0",0,"1","13",65,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","6",1,"1","14"
"4915",6442,"9","0","0","0","0","0","0",28,"0","0","0","0","1","0","4",34.5301428571429,"0","0","0","0","1","0","4",4,6,"2","0",0,"3","0","0","0","0","0","0",3.82208974358974,"2","0",0,"3","0","0","0","0","0","0","1","31","1","1","1","99","2","99","5",2,"2","5"
