description,industry,level,size,linecode,value
Business performance from workplace safety - enhanced,Accommodation & food services,1,total,LC0602_03,1395
Business performance from workplace safety - don't know,Accommodation & food services,1,total,LC0602_04,609
Business performance from workplace safety- not applicable,Accommodation & food services,1,total,LC0602_05,195
Business performance from environmental regulation - constrained,Accommodation & food services,1,total,LC0603_01,384
Business performance from environmental regulation - neither constrained nor enhanced,Accommodation & food services,1,total,LC0603_02,2724
Business performance from environmental regulation - enhanced,Accommodation & food services,1,total,LC0603_03,519
Business performance from environmental regulation - don't know,Accommodation & food services,1,total,LC0603_04,810
Business performance from environmental regulation- not applicable,Accommodation & food services,1,total,LC0603_05,603
Business performance from business and trade laws - constrained,Accommodation & food services,1,total,LC0604_01,474
Business performance from business and trade laws - neither constrained nor enhanced,Accommodation & food services,1,total,LC0604_02,2793
Business performance from business and trade laws - enhanced,Accommodation & food services,1,total,LC0604_03,435
Business performance from business and trade laws - don't know,Accommodation & food services,1,total,LC0604_04,924
Business performance from business and trade laws- not applicable,Accommodation & food services,1,total,LC0604_05,414
Business performance from product standards and product safety regulation - constrained,Accommodation & food services,1,total,LC0605_01,495
Business performance from product standards and product safety regulation - neither constrained nor enhanced,Accommodation & food services,1,total,LC0605_02,2664
Business performance from product standards and product safety regulation - enhanced,Accommodation & food services,1,total,LC0605_03,804
Business performance from product standards and product safety regulation - don't know,Accommodation & food services,1,total,LC0605_04,636
Business performance from product standards and product safety regulation- not applicable,Accommodation & food services,1,total,LC0605_05,444
Business performance from border regulation - constrained,Accommodation & food services,1,total,LC0606_01,141
Business performance from border regulation - neither constrained nor enhanced,Accommodation & food services,1,total,LC0606_02,1545
Business performance from border regulation - enhanced,Accommodation & food services,1,total,LC0606_03,288
Business performance from border regulation - don't know,Accommodation & food services,1,total,LC0606_04,876
Business performance from border regulation- not applicable,Accommodation & food services,1,total,LC0606_05,2193
Business performance from other industry specific regulation - constrained,Accommodation & food services,1,total,LC0607_01,375
Business performance from other industry specific regulation - neither constrained nor enhanced,Accommodation & food services,1,total,LC0607_02,1680
Business performance from other industry specific regulation - enhanced,Accommodation & food services,1,total,LC0607_03,222
Business performance from other industry specific regulation - don't know,Accommodation & food services,1,total,LC0607_04,1299
Business performance from other industry specific regulation- not applicable,Accommodation & food services,1,total,LC0607_05,1461
Regulation on business' ability to innovate - constrained,Accommodation & food services,1,total,LC0701_01,93
Regulation on business' ability to innovate - neither constrained nor enhanced,Accommodation & food services,1,total,LC0701_02,2337
Regulation on business' ability to innovate - enhanced,Accommodation & food services,1,total,LC0701_03,243
Regulation on business' ability to innovate - don't know,Accommodation & food services,1,total,LC0701_04,930
Regulation on business' ability to innovate - not applicable,Accommodation & food services,1,total,LC0701_05,1437
Regulation on business' ability to export - constrained,Accommodation & food services,1,total,LC0702_01,0
Regulation on business' ability to export - neither constrained nor enhanced,Accommodation & food services,1,total,LC0702_02,993
Regulation on business' ability to export - enhanced,Accommodation & food services,1,total,LC0702_03,57
Regulation on business' ability to export - don't know,Accommodation & food services,1,total,LC0702_04,624
Regulation on business' ability to export - not applicable,Accommodation & food services,1,total,LC0702_05,3366
Regulatory requirements: business spent significant time and resource finding out about what is required,Accommodation & food services,1,total,LC0801,2226
Regulatory requirements: business spent significant time and resource adjusting the business to regulatory changes,Accommodation & food services,1,total,LC0802,1728
Regulatory requirements: business spent significant time and resource providing the required information to government,Accommodation & food services,1,total,LC0803,1209
Regulatory requirements: business spent significant time and resource applying for consents and approvals,Accommodation & food services,1,total,LC0804,1539
Regulatory requirements: business spent significant time and resource on dispute resolution process,Accommodation & food services,1,total,LC0805,213
"Regulatory requirements: business spent significant time and resource complying with monitoring, audits, and inspections",Accommodation & food services,1,total,LC0806,2103
Regulatory requirements: business spent significant time and resource on none of the above,Accommodation & food services,1,total,LC0807,1668
Business spent significant time and resource on employment regulation,Accommodation & food services,1,total,LC0901,2325
Business spent significant time and resource on workplace safety,Accommodation & food services,1,total,LC0902,3066
Business spent significant time and resource on environmental regulation,Accommodation & food services,1,total,LC0903,795
Business spent significant time and resource on business and trade laws,Accommodation & food services,1,total,LC0904,726
Business spent significant time and resource on product standards and product safety regulation,Accommodation & food services,1,total,LC0905,1251
Business spent significant time and resource on border regulation,Accommodation & food services,1,total,LC0906,255
Business spent significant time and resource on other industry specific regulation,Accommodation & food services,1,total,LC0907,609
Business spent significant time and resource on none of the above,Accommodation & food services,1,total,LC0908,1233
Meeting regulatory requirements for employment regulation - greater flexibility,Accommodation & food services,1,total,LC1001_01,1416
Meeting regulatory requirements for employment regulation- neutral,Accommodation & food services,1,total,LC1001_02,2328
Meeting regulatory requirements for employment regulation - greater certainty,Accommodation & food services,1,total,LC1001_03,804
Meeting regulatory requirements for employment regulation - don't know,Accommodation & food services,1,total,LC1001_04,354
Meeting regulatory requirements for employment regulation - not applicable,Accommodation & food services,1,total,LC1001_05,141
Meeting regulatory requirements for workplace safety - greater flexibility,Accommodation & food services,1,total,LC1002_01,1008
Meeting regulatory requirements for workplace safety- neutral,Accommodation & food services,1,total,LC1002_02,2301
Meeting regulatory requirements for workplace safety - greater certainty,Accommodation & food services,1,total,LC1002_03,1101
Meeting regulatory requirements for workplace safety - don't know,Accommodation & food services,1,total,LC1002_04,495
Meeting regulatory requirements for workplace safety- not applicable,Accommodation & food services,1,total,LC1002_05,141
Meeting regulatory requirements for environmental regulation - greater flexibility,Accommodation & food services,1,total,LC1003_01,321
Meeting regulatory requirements for environmental regulation- neutral,Accommodation & food services,1,total,LC1003_02,2553
Meeting regulatory requirements for environmental regulation - greater certainty,Accommodation & food services,1,total,LC1003_03,456
Meeting regulatory requirements for environmental regulation - don't know,Accommodation & food services,1,total,LC1003_04,1008
Meeting regulatory requirements for environmental regulation- not applicable,Accommodation & food services,1,total,LC1003_05,699
Meeting regulatory requirements for business and trade laws - greater flexibility,Accommodation & food services,1,total,LC1004_01,600
Meeting regulatory requirements for business and trade laws- neutral,Accommodation & food services,1,total,LC1004_02,2619
Meeting regulatory requirements for business and trade laws - greater certainty,Accommodation & food services,1,total,LC1004_03,375
Meeting regulatory requirements for business and trade laws - don't know,Accommodation & food services,1,total,LC1004_04,798
Meeting regulatory requirements for business and trade laws- not applicable,Accommodation & food services,1,total,LC1004_05,648
Meeting regulatory requirements for product standards and product safety regulation - greater flexibility,Accommodation & food services,1,total,LC1005_01,441
Meeting regulatory requirements for product standards and product safety regulation- neutral,Accommodation & food services,1,total,LC1005_02,2601
Meeting regulatory requirements for product standards and product safety regulation - greater certainty,Accommodation & food services,1,total,LC1005_03,510
Meeting regulatory requirements for product standards and product safety regulation - don't know,Accommodation & food services,1,total,LC1005_04,606
Meeting regulatory requirements for product standards and product safety regulation- not applicable,Accommodation & food services,1,total,LC1005_05,885
Meeting regulatory requirements for border regulation - greater flexibility,Accommodation & food services,1,total,LC1006_01,114
Meeting regulatory requirements for border regulation- neutral,Accommodation & food services,1,total,LC1006_02,1542
Meeting regulatory requirements for border regulation - greater certainty,Accommodation & food services,1,total,LC1006_03,216
Meeting regulatory requirements for border regulation - don't know,Accommodation & food services,1,total,LC1006_04,822
Meeting regulatory requirements for border regulation- not applicable,Accommodation & food services,1,total,LC1006_05,2346
Meeting regulatory requirements for other industry specific regulation - greater flexibility,Accommodation & food services,1,total,LC1007_01,303
Meeting regulatory requirements for other industry specific regulation- neutral,Accommodation & food services,1,total,LC1007_02,1551
Meeting regulatory requirements for other industry specific regulation - greater certainty,Accommodation & food services,1,total,LC1007_03,189
Meeting regulatory requirements for other industry specific regulation- don't know,Accommodation & food services,1,total,LC1007_04,1239
Meeting regulatory requirements for other industry specific regulation- not applicable,Accommodation & food services,1,total,LC1007_05,1758
Reason for using external source for advice on regulation compliance: requirement by regulation,Accommodation & food services,1,total,LC1101,840
Reason for using external source for advice on regulation compliance: more cost effective,Accommodation & food services,1,total,LC1102,456
Reason for using external source for advice on regulation compliance: faster,Accommodation & food services,1,total,LC1103,708
Reason for using external source for advice on regulation compliance: no internal resource available,Accommodation & food services,1,total,LC1104,1101
Reason for using external source for advice on regulation compliance: unreliable or inconsistent advice from other sources,Accommodation & food services,1,total,LC1105,402
Reason for using external source for advice on regulation compliance: lack of clarity around legal requirements,Accommodation & food services,1,total,LC1106,1020
Reason for using external source for advice on regulation compliance: need for assurance,Accommodation & food services,1,total,LC1107,1662
Reason for using external source for advice on regulation compliance: independent advice need for compliance,Accommodation & food services,1,total,LC1108,771
Reason for using external source for advice on regulation compliance: concern about penalties for non-compliance,Accommodation & food services,1,total,LC1109,1047
Reason for using external source for advice on regulation compliance: other,Accommodation & food services,1,total,LC1110,252
Reason for using external source for advice on regulation compliance: no external source(s) was used,Accommodation & food services,1,total,LC1111,1917
Planning/regulatory process applied for consent or approval: Resource Management Act,Accommodation & food services,1,total,LC1201,546
Planning/regulatory process applied for consent or approval: Building Act,Accommodation & food services,1,total,LC1202,867
Planning/regulatory process applied for consent or approval: Conservation Act,Accommodation & food services,1,total,LC1203,192
Planning/regulatory process applied for consent or approval: none of these,Accommodation & food services,1,total,LC1204,3243
Planning/regulatory process applied for consent or approval: don't know,Accommodation & food services,1,total,LC1205,729
Effect of regulation on business performance: a significant negative impact,Accommodation & food services,1,total,LC1300_01,129
Effect of regulation on business performance: a moderate negative impact,Accommodation & food services,1,total,LC1300_02,1212
Effect of regulation on business performance: no impact,Accommodation & food services,1,total,LC1300_03,1839
Effect of regulation on business performance: a moderate positive impact,Accommodation & food services,1,total,LC1300_04,606
Effect of regulation on business performance: a significant positive impact,Accommodation & food services,1,total,LC1300_05,6
Effect of regulation on business performance: don't know,Accommodation & food services,1,total,LC1300_06,1245
Business regulatory compliance costs: decreased significantly,Accommodation & food services,1,total,LC1400_01,0
Business regulatory compliance costs: decreased moderately,Accommodation & food services,1,total,LC1400_02,60
Business regulatory compliance costs: stayed the same,Accommodation & food services,1,total,LC1400_03,1380
Business regulatory compliance costs: increased moderately,Accommodation & food services,1,total,LC1400_04,1782
Business regulatory compliance costs: increased significantly,Accommodation & food services,1,total,LC1400_05,546
Business regulatory compliance costs: don't know,Accommodation & food services,1,total,LC1400_06,1272
Reason for increase in compliance costs: introduction of new regulation,Accommodation & food services,1,total,LC1501,1245
Reason for increase in compliance costs: increased complexity of existing regulation,Accommodation & food services,1,total,LC1502,1230
Reason for increase in compliance costs: improved compliance with regulation,Accommodation & food services,1,total,LC1503,705
Reason for increase in compliance costs: expansion of business operations,Accommodation & food services,1,total,LC1504,108
Reason for increase in compliance costs: other,Accommodation & food services,1,total,LC1505,75
Reason for increase in compliance costs: don't know,Accommodation & food services,1,total,LC1506,474
Business spent significant time and resource on supplier factors,"Transport, postal, & warehousing",1,total,LC0301,507
Business spent significant time and resource on labour factors,"Transport, postal, & warehousing",1,total,LC0302,921
Business spent significant time and resource on technological / equipment factors,"Transport, postal, & warehousing",1,total,LC0303,555
Business spent significant time and resource on financing factors,"Transport, postal, & warehousing",1,total,LC0304,255
Business spent significant time and resource on customer related factors,"Transport, postal, & warehousing",1,total,LC0305,678
Business spent significant time and resource on competition factors,"Transport, postal, & warehousing",1,total,LC0306,243
Business spent significant time and resource on regulatory factors,"Transport, postal, & warehousing",1,total,LC0307,633
Business spent significant time and resource on infrastructure factors,"Transport, postal, & warehousing",1,total,LC0308,162
Business spent significant time and resource on none of the above,"Transport, postal, & warehousing",1,total,LC0309,297
"Business responded to regulation: introduced new products, processes or services","Transport, postal, & warehousing",1,total,LC0401,198
"Business responded to regulation: improved existing products, processes or services","Transport, postal, & warehousing",1,total,LC0402,417
"Business responded to regulation: changed materials, equipment or work practices","Transport, postal, & warehousing",1,total,LC0403,465
Business responded to regulation: increased the use of outsourced services,"Transport, postal, & warehousing",1,total,LC0404,222
Business responded to regulation: raised the skill level or employees,"Transport, postal, & warehousing",1,total,LC0405,711
Business responded to regulation: none of the above,"Transport, postal, & warehousing",1,total,LC0406,435
Business effects from regulation: increased customer confidence,"Transport, postal, & warehousing",1,total,LC0501,204
Business effects from regulation: increased efficiency in running the business,"Transport, postal, & warehousing",1,total,LC0502,192
Business effects from regulation: increased employee productivity,"Transport, postal, & warehousing",1,total,LC0503,153
Business effects from regulation: provided new market opportunities,"Transport, postal, & warehousing",1,total,LC0504,93
Business effects from regulation: created a level playing field in this business's industry,"Transport, postal, & warehousing",1,total,LC0505,132
Business effects from regulation: increased competition,"Transport, postal, & warehousing",1,total,LC0506,141
Business effects from regulation: none of the above,"Transport, postal, & warehousing",1,total,LC0507,1062
Business performance from employment regulation - constrained,"Transport, postal, & warehousing",1,total,LC0601_01,222
Business performance from employment regulation - neither constrained nor enhanced,"Transport, postal, & warehousing",1,total,LC0601_02,921
Business performance from employment regulation - enhanced,"Transport, postal, & warehousing",1,total,LC0601_03,120
Business performance from employment regulation - don't know,"Transport, postal, & warehousing",1,total,LC0601_04,96
Business performance from employment regulation - not applicable,"Transport, postal, & warehousing",1,total,LC0601_05,138
Business performance from workplace safety - constrained,"Transport, postal, & warehousing",1,total,LC0602_01,420
Business performance from workplace safety - neither constrained nor enhanced,"Transport, postal, & warehousing",1,total,LC0602_02,462
Business performance from workplace safety - enhanced,"Transport, postal, & warehousing",1,total,LC0602_03,537
Business performance from workplace safety - don't know,"Transport, postal, & warehousing",1,total,LC0602_04,18
Business performance from workplace safety- not applicable,"Transport, postal, & warehousing",1,total,LC0602_05,60
Business performance from environmental regulation - constrained,"Transport, postal, & warehousing",1,total,LC0603_01,132
Business performance from environmental regulation - neither constrained nor enhanced,"Transport, postal, & warehousing",1,total,LC0603_02,813
Business performance from environmental regulation - enhanced,"Transport, postal, & warehousing",1,total,LC0603_03,186
Business performance from environmental regulation - don't know,"Transport, postal, & warehousing",1,total,LC0603_04,111
Business performance from environmental regulation- not applicable,"Transport, postal, & warehousing",1,total,LC0603_05,261
Business performance from business and trade laws - constrained,"Transport, postal, & warehousing",1,total,LC0604_01,45
Business performance from business and trade laws - neither constrained nor enhanced,"Transport, postal, & warehousing",1,total,LC0604_02,900
Business performance from business and trade laws - enhanced,"Transport, postal, & warehousing",1,total,LC0604_03,111
Business performance from business and trade laws - don't know,"Transport, postal, & warehousing",1,total,LC0604_04,153
Business performance from business and trade laws- not applicable,"Transport, postal, & warehousing",1,total,LC0604_05,288
Business performance from product standards and product safety regulation - constrained,"Transport, postal, & warehousing",1,total,LC0605_01,54
Business performance from product standards and product safety regulation - neither constrained nor enhanced,"Transport, postal, & warehousing",1,total,LC0605_02,756
Business performance from product standards and product safety regulation - enhanced,"Transport, postal, & warehousing",1,total,LC0605_03,198
Business performance from product standards and product safety regulation - don't know,"Transport, postal, & warehousing",1,total,LC0605_04,108
Business performance from product standards and product safety regulation- not applicable,"Transport, postal, & warehousing",1,total,LC0605_05,381
Business performance from border regulation - constrained,"Transport, postal, & warehousing",1,total,LC0606_01,36
Business performance from border regulation - neither constrained nor enhanced,"Transport, postal, & warehousing",1,total,LC0606_02,546
Business performance from border regulation - enhanced,"Transport, postal, & warehousing",1,total,LC0606_03,90
Business performance from border regulation - don't know,"Transport, postal, & warehousing",1,total,LC0606_04,129
Business performance from border regulation- not applicable,"Transport, postal, & warehousing",1,total,LC0606_05,714
Business performance from other industry specific regulation - constrained,"Transport, postal, & warehousing",1,total,LC0607_01,114
Business performance from other industry specific regulation - neither constrained nor enhanced,"Transport, postal, & warehousing",1,total,LC0607_02,579
Business performance from other industry specific regulation - enhanced,"Transport, postal, & warehousing",1,total,LC0607_03,81
Business performance from other industry specific regulation - don't know,"Transport, postal, & warehousing",1,total,LC0607_04,222
Business performance from other industry specific regulation- not applicable,"Transport, postal, & warehousing",1,total,LC0607_05,498
Regulation on business' ability to innovate - constrained,"Transport, postal, & warehousing",1,total,LC0701_01,90
Regulation on business' ability to innovate - neither constrained nor enhanced,"Transport, postal, & warehousing",1,total,LC0701_02,642
Regulation on business' ability to innovate - enhanced,"Transport, postal, & warehousing",1,total,LC0701_03,75
Regulation on business' ability to innovate - don't know,"Transport, postal, & warehousing",1,total,LC0701_04,132
Regulation on business' ability to innovate - not applicable,"Transport, postal, & warehousing",1,total,LC0701_05,555
Regulation on business' ability to export - constrained,"Transport, postal, & warehousing",1,total,LC0702_01,6
Regulation on business' ability to export - neither constrained nor enhanced,"Transport, postal, & warehousing",1,total,LC0702_02,279
Regulation on business' ability to export - enhanced,"Transport, postal, & warehousing",1,total,LC0702_03,18
Regulation on business' ability to export - don't know,"Transport, postal, & warehousing",1,total,LC0702_04,78
Regulation on business' ability to export - not applicable,"Transport, postal, & warehousing",1,total,LC0702_05,1116
Regulatory requirements: business spent significant time and resource finding out about what is required,"Transport, postal, & warehousing",1,total,LC0801,771
Regulatory requirements: business spent significant time and resource adjusting the business to regulatory changes,"Transport, postal, & warehousing",1,total,LC0802,612
Regulatory requirements: business spent significant time and resource providing the required information to government,"Transport, postal, & warehousing",1,total,LC0803,348
Regulatory requirements: business spent significant time and resource applying for consents and approvals,"Transport, postal, & warehousing",1,total,LC0804,282
Regulatory requirements: business spent significant time and resource on dispute resolution process,"Transport, postal, & warehousing",1,total,LC0805,111
"Regulatory requirements: business spent significant time and resource complying with monitoring, audits, and inspections","Transport, postal, & warehousing",1,total,LC0806,675
Regulatory requirements: business spent significant time and resource on none of the above,"Transport, postal, & warehousing",1,total,LC0807,372
Business spent significant time and resource on employment regulation,"Transport, postal, & warehousing",1,total,LC0901,645
Business spent significant time and resource on workplace safety,"Transport, postal, & warehousing",1,total,LC0902,1152
Business spent significant time and resource on environmental regulation,"Transport, postal, & warehousing",1,total,LC0903,222
Business spent significant time and resource on business and trade laws,"Transport, postal, & warehousing",1,total,LC0904,153
Business spent significant time and resource on product standards and product safety regulation,"Transport, postal, & warehousing",1,total,LC0905,234
Business spent significant time and resource on border regulation,"Transport, postal, & warehousing",1,total,LC0906,150
Business spent significant time and resource on other industry specific regulation,"Transport, postal, & warehousing",1,total,LC0907,306
Business spent significant time and resource on none of the above,"Transport, postal, & warehousing",1,total,LC0908,210
Meeting regulatory requirements for employment regulation - greater flexibility,"Transport, postal, & warehousing",1,total,LC1001_01,441
Meeting regulatory requirements for employment regulation- neutral,"Transport, postal, & warehousing",1,total,LC1001_02,627
Meeting regulatory requirements for employment regulation - greater certainty,"Transport, postal, & warehousing",1,total,LC1001_03,255
Meeting regulatory requirements for employment regulation - don't know,"Transport, postal, & warehousing",1,total,LC1001_04,84
Meeting regulatory requirements for employment regulation - not applicable,"Transport, postal, & warehousing",1,total,LC1001_05,93
Meeting regulatory requirements for workplace safety - greater flexibility,"Transport, postal, & warehousing",1,total,LC1002_01,342
Meeting regulatory requirements for workplace safety- neutral,"Transport, postal, & warehousing",1,total,LC1002_02,513
Meeting regulatory requirements for workplace safety - greater certainty,"Transport, postal, & warehousing",1,total,LC1002_03,453
Meeting regulatory requirements for workplace safety - don't know,"Transport, postal, & warehousing",1,total,LC1002_04,102
Meeting regulatory requirements for workplace safety- not applicable,"Transport, postal, & warehousing",1,total,LC1002_05,84
Meeting regulatory requirements for environmental regulation - greater flexibility,"Transport, postal, & warehousing",1,total,LC1003_01,144
Meeting regulatory requirements for environmental regulation- neutral,"Transport, postal, & warehousing",1,total,LC1003_02,675
Meeting regulatory requirements for environmental regulation - greater certainty,"Transport, postal, & warehousing",1,total,LC1003_03,165
Meeting regulatory requirements for environmental regulation - don't know,"Transport, postal, & warehousing",1,total,LC1003_04,165
Meeting regulatory requirements for environmental regulation- not applicable,"Transport, postal, & warehousing",1,total,LC1003_05,345
Meeting regulatory requirements for business and trade laws - greater flexibility,"Transport, postal, & warehousing",1,total,LC1004_01,75
Meeting regulatory requirements for business and trade laws- neutral,"Transport, postal, & warehousing",1,total,LC1004_02,789
Meeting regulatory requirements for business and trade laws - greater certainty,"Transport, postal, & warehousing",1,total,LC1004_03,153
Meeting regulatory requirements for business and trade laws - don't know,"Transport, postal, & warehousing",1,total,LC1004_04,153
Meeting regulatory requirements for business and trade laws- not applicable,"Transport, postal, & warehousing",1,total,LC1004_05,327
Meeting regulatory requirements for product standards and product safety regulation - greater flexibility,"Transport, postal, & warehousing",1,total,LC1005_01,75
Meeting regulatory requirements for product standards and product safety regulation- neutral,"Transport, postal, & warehousing",1,total,LC1005_02,660
Meeting regulatory requirements for product standards and product safety regulation - greater certainty,"Transport, postal, & warehousing",1,total,LC1005_03,177
Meeting regulatory requirements for product standards and product safety regulation - don't know,"Transport, postal, & warehousing",1,total,LC1005_04,108
Meeting regulatory requirements for product standards and product safety regulation- not applicable,"Transport, postal, & warehousing",1,total,LC1005_05,477
Meeting regulatory requirements for border regulation - greater flexibility,"Transport, postal, & warehousing",1,total,LC1006_01,69
Meeting regulatory requirements for border regulation- neutral,"Transport, postal, & warehousing",1,total,LC1006_02,435
Meeting regulatory requirements for border regulation - greater certainty,"Transport, postal, & warehousing",1,total,LC1006_03,81
Meeting regulatory requirements for border regulation - don't know,"Transport, postal, & warehousing",1,total,LC1006_04,81
Meeting regulatory requirements for border regulation- not applicable,"Transport, postal, & warehousing",1,total,LC1006_05,831
Meeting regulatory requirements for other industry specific regulation - greater flexibility,"Transport, postal, & warehousing",1,total,LC1007_01,168
Meeting regulatory requirements for other industry specific regulation- neutral,"Transport, postal, & warehousing",1,total,LC1007_02,516
Meeting regulatory requirements for other industry specific regulation - greater certainty,"Transport, postal, & warehousing",1,total,LC1007_03,123
Meeting regulatory requirements for other industry specific regulation- don't know,"Transport, postal, & warehousing",1,total,LC1007_04,198
Meeting regulatory requirements for other industry specific regulation- not applicable,"Transport, postal, & warehousing",1,total,LC1007_05,492
Reason for using external source for advice on regulation compliance: requirement by regulation,"Transport, postal, & warehousing",1,total,LC1101,264
Reason for using external source for advice on regulation compliance: more cost effective,"Transport, postal, & warehousing",1,total,LC1102,306
Reason for using external source for advice on regulation compliance: faster,"Transport, postal, & warehousing",1,total,LC1103,219
Reason for using external source for advice on regulation compliance: no internal resource available,"Transport, postal, & warehousing",1,total,LC1104,474
Reason for using external source for advice on regulation compliance: unreliable or inconsistent advice from other sources,"Transport, postal, & warehousing",1,total,LC1105,102
Reason for using external source for advice on regulation compliance: lack of clarity around legal requirements,"Transport, postal, & warehousing",1,total,LC1106,393
Reason for using external source for advice on regulation compliance: need for assurance,"Transport, postal, & warehousing",1,total,LC1107,561
Reason for using external source for advice on regulation compliance: independent advice need for compliance,"Transport, postal, & warehousing",1,total,LC1108,438
Reason for using external source for advice on regulation compliance: concern about penalties for non-compliance,"Transport, postal, & warehousing",1,total,LC1109,306
Reason for using external source for advice on regulation compliance: other,"Transport, postal, & warehousing",1,total,LC1110,33
Reason for using external source for advice on regulation compliance: no external source(s) was used,"Transport, postal, & warehousing",1,total,LC1111,405
Planning/regulatory process applied for consent or approval: Resource Management Act,"Transport, postal, & warehousing",1,total,LC1201,165
Planning/regulatory process applied for consent or approval: Building Act,"Transport, postal, & warehousing",1,total,LC1202,231
Planning/regulatory process applied for consent or approval: Conservation Act,"Transport, postal, & warehousing",1,total,LC1203,45
Planning/regulatory process applied for consent or approval: none of these,"Transport, postal, & warehousing",1,total,LC1204,975
Planning/regulatory process applied for consent or approval: don't know,"Transport, postal, & warehousing",1,total,LC1205,195
Effect of regulation on business performance: a significant negative impact,"Transport, postal, & warehousing",1,total,LC1300_01,33
Effect of regulation on business performance: a moderate negative impact,"Transport, postal, & warehousing",1,total,LC1300_02,360
Effect of regulation on business performance: no impact,"Transport, postal, & warehousing",1,total,LC1300_03,507
Effect of regulation on business performance: a moderate positive impact,"Transport, postal, & warehousing",1,total,LC1300_04,318
Effect of regulation on business performance: a significant positive impact,"Transport, postal, & warehousing",1,total,LC1300_05,33
Effect of regulation on business performance: don't know,"Transport, postal, & warehousing",1,total,LC1300_06,249
Business regulatory compliance costs: decreased significantly,"Transport, postal, & warehousing",1,total,LC1400_01,0
Business regulatory compliance costs: decreased moderately,"Transport, postal, & warehousing",1,total,LC1400_02,0
Business regulatory compliance costs: stayed the same,"Transport, postal, & warehousing",1,total,LC1400_03,438
Business regulatory compliance costs: increased moderately,"Transport, postal, & warehousing",1,total,LC1400_04,558
Business regulatory compliance costs: increased significantly,"Transport, postal, & warehousing",1,total,LC1400_05,249
Business regulatory compliance costs: don't know,"Transport, postal, & warehousing",1,total,LC1400_06,252
Reason for increase in compliance costs: introduction of new regulation,"Transport, postal, & warehousing",1,total,LC1501,483
Reason for increase in compliance costs: increased complexity of existing regulation,"Transport, postal, & warehousing",1,total,LC1502,384
Reason for increase in compliance costs: improved compliance with regulation,"Transport, postal, & warehousing",1,total,LC1503,435
Reason for increase in compliance costs: expansion of business operations,"Transport, postal, & warehousing",1,total,LC1504,144
Reason for increase in compliance costs: other,"Transport, postal, & warehousing",1,total,LC1505,60
Reason for increase in compliance costs: don't know,"Transport, postal, & warehousing",1,total,LC1506,39
Business spent significant time and resource on supplier factors,Information media & telecommunications,1,total,LC0301,129
Business spent significant time and resource on labour factors,Information media & telecommunications,1,total,LC0302,174
Business spent significant time and resource on technological / equipment factors,Information media & telecommunications,1,total,LC0303,189
Business spent significant time and resource on financing factors,Information media & telecommunications,1,total,LC0304,63
Business spent significant time and resource on customer related factors,Information media & telecommunications,1,total,LC0305,222
Business spent significant time and resource on competition factors,Information media & telecommunications,1,total,LC0306,81
Business spent significant time and resource on regulatory factors,Information media & telecommunications,1,total,LC0307,78
Business spent significant time and resource on infrastructure factors,Information media & telecommunications,1,total,LC0308,87
Business spent significant time and resource on none of the above,Information media & telecommunications,1,total,LC0309,42
"Business responded to regulation: introduced new products, processes or services",Information media & telecommunications,1,total,LC0401,72
"Business responded to regulation: improved existing products, processes or services",Information media & telecommunications,1,total,LC0402,126
"Business responded to regulation: changed materials, equipment or work practices",Information media & telecommunications,1,total,LC0403,66
Business responded to regulation: increased the use of outsourced services,Information media & telecommunications,1,total,LC0404,30
Business responded to regulation: raised the skill level or employees,Information media & telecommunications,1,total,LC0405,120
Business responded to regulation: none of the above,Information media & telecommunications,1,total,LC0406,159
Business effects from regulation: increased customer confidence,Information media & telecommunications,1,total,LC0501,24
Business effects from regulation: increased efficiency in running the business,Information media & telecommunications,1,total,LC0502,36
Business effects from regulation: increased employee productivity,Information media & telecommunications,1,total,LC0503,24
Business effects from regulation: provided new market opportunities,Information media & telecommunications,1,total,LC0504,30
Business effects from regulation: created a level playing field in this business's industry,Information media & telecommunications,1,total,LC0505,21
Business effects from regulation: increased competition,Information media & telecommunications,1,total,LC0506,45
Business effects from regulation: none of the above,Information media & telecommunications,1,total,LC0507,249
Business performance from employment regulation - constrained,Information media & telecommunications,1,total,LC0601_01,54
Business performance from employment regulation - neither constrained nor enhanced,Information media & telecommunications,1,total,LC0601_02,189
Business performance from employment regulation - enhanced,Information media & telecommunications,1,total,LC0601_03,18
Business performance from employment regulation - don't know,Information media & telecommunications,1,total,LC0601_04,39
Business performance from employment regulation - not applicable,Information media & telecommunications,1,total,LC0601_05,36
Business performance from workplace safety - constrained,Information media & telecommunications,1,total,LC0602_01,51
Business performance from workplace safety - neither constrained nor enhanced,Information media & telecommunications,1,total,LC0602_02,180
Business performance from workplace safety - enhanced,Information media & telecommunications,1,total,LC0602_03,57
Business performance from workplace safety - don't know,Information media & telecommunications,1,total,LC0602_04,18
Business performance from workplace safety- not applicable,Information media & telecommunications,1,total,LC0602_05,30
Business performance from environmental regulation - constrained,Information media & telecommunications,1,total,LC0603_01,6
Business performance from environmental regulation - neither constrained nor enhanced,Information media & telecommunications,1,total,LC0603_02,207
Business performance from environmental regulation - enhanced,Information media & telecommunications,1,total,LC0603_03,15
Business performance from environmental regulation - don't know,Information media & telecommunications,1,total,LC0603_04,36
Business performance from environmental regulation- not applicable,Information media & telecommunications,1,total,LC0603_05,78
Business performance from business and trade laws - constrained,Information media & telecommunications,1,total,LC0604_01,6
