"","id","NZDep","ch_asian","ch_euro","ch_maori","ch_melaa","ch_other","ch_pacific","m_age","m_asian","m_euro","m_maori","m_melaa","m_other","m_pacific","m_wklfs","d_age","d_asian","d_euro","d_maori","d_melaa","d_other","d_pacific","d_wklfs","bedroom","m_years","m_tenure","m_edu","m_work_hour","m_smoke","m_income7","m_income8","m_income9","m_income10","m_income11","m_income12","d_years","d_tenure","d_edu","d_work_hour","d_smoke","d_income7","d_income8","d_income9","d_income10","d_income11","d_income12","ch_sex","child_family","d_family_role","heat_fuel","m_family_rol","telecom1","telecom2","telecom4","usual_resdnt","twin","singpar","total_income","NA"
"3928",5136,"7","0","1","0","0","0","1",18,"0","1","0","0","0","0","2",18.4459761904762,"0","0","0","0","0","1","4","3",2,"2","2",44,"2","0","0","0","0","0","0",8.3805,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","4","1","2","6",2
"3929",5138,"10","0","1","1","0","0","0",11,"0","1","0","0","0","0","4",13,"0","1","1","0","0","0","1","3",14,"1","8",2,"3","0","0","0","0","0","0",14,"1","1",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","5","1","1","13",43
"3930",5139,"3","0","0","0","0","1","0",26,"0","0","0","0","1","0","4",20,"0","1","0","0","0","0","1","3",30,"2","11",2,"3","0","0","0","0","0","0",34,"2","13",48,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","12",48
"3931",5140,"1","0","1","0","0","0","0",19,"0","1","0","0","0","0","4",18,"0","1","0","0","0","0","1","3",30,"1","11",2,"3","0","0","0","0","0","0",25,"1","11",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","14",43
"3932",5141,"5","0","1","1","0","0","0",17,"0","1","1","0","0","0","4",15,"0","1","0","0","0","0","1","2",3,"2","0",2,"2","0","0","0","0","0","0",2,"2","4",44.1006504065041,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","12",44.374725140056
"3933",5142,"3","0","1","0","0","0","0",14,"0","1","0","0","0","0","4",17,"0","1","0","0","0","0","1","4",33,"2","11",2,"3","0","0","0","0","0","1",3,"2","2",53,"2","0","0","0","0","0","1","2","21","1","1","1","1","1","1","7","1","1","13",53
"3934",5143,"10","0","0","1","0","0","0",19,"0","0","1","0","0","0","4",25.7338158508158,"0","0","1","0","0","0","4","2",14,"2","0",2,"1","0","0","0","0","0","0",12.3071428571429,"2","0",2,"2","0","0","0","0","0","0","2","31","1","0","1","99","99","99","7","1","2","5",2
"3935",5145,"5","0","1","0","0","0","0",18,"0","1","0","0","0","0","4",22,"0","1","0","0","0","0","1","4",14,"1","11",2,"3","0","0","0","0","0","0",2,"1","8",45,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","13",45
"3936",5147,"6","0","0","0","0","1","0",18,"0","0","0","0","1","0","1",19,"0","0","0","0","1","0","1","3",14,"1","11",72,"3","0","0","0","0","0","0",3,"1","9",48,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",48
"3937",5148,"3","1","1","0","0","0","0",22,"1","0","0","0","0","0","2",24,"0","1","0","0","0","0","1","4",2,"1","13",27.9107258610954,"3","0","0","0","0","0","0",14,"1","11",54,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","14",54
"3938",5149,"10","0","0","1","0","0","0",12,"0","0","1","0","0","0","4",26,"0","0","1","0","0","0","4","3",2,"2","6",2,"1","0","0","0","0","0","0",6.21602380952381,"2","0",2,"1","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","7",2
"3939",5150,"9","0","1","0","0","0","0",12,"0","1","0","0","0","0","2",12.034674963925,"0","1","0","0","0","0","4","2",2,"2","0",22,"1","0","0","0","0","0","0",5.06080532212885,"2","0",2,"1","0","0","0","0","0","0","2","31","1","1","1","1","1","1","3","1","2","7",2
"3940",5151,"4","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",23,"0","1","0","0","0","0","1","2",2,"2","3",2,"3","0","0","0","0","0","0",3,"2","8",48,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","11",48
"3941",5153,"1","0","0","0","0","1","0",20,"0","1","0","0","0","0","1",33,"0","1","0","0","0","0","1","2",25,"1","10",33,"3","0","0","0","0","0","0",19.1984102564103,"1","2",48,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",48
"3942",5154,"2","0","0","0","0","1","0",23,"0","0","0","0","1","0","4",24,"0","0","0","0","1","0","1","3",32,"1","3",2,"3","0","0","0","0","0","0",40,"1","9",51,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","12",51
"3943",5156,"4","0","1","0","0","0","0",20,"0","1","0","0","0","0","4",21,"0","1","0","0","0","0","1","3",25,"1","2",2,"3","0","0","0","0","0","0",25,"1","4",57,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",57
"3944",5157,"5","0","0","1","0","1","0",6,"0","0","0","0","1","0","4",16.0637857142857,"0","0","1","0","1","0","4","3",2,"2","1",2,"2","0","0","1","0","0","1",13.7244285714286,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","3","1","2","5",2
"3945",5158,"10","0","0","1","0","0","0",19,"0","0","1","0","0","0","4",20.7851575091575,"0","0","1","0","0","0","4","3",2,"2","0",2,"3","0","0","0","0","0","0",6.06014285714286,"2","0",2,"1","0","0","0","0","0","0","2","31","1","1","1","1","1","1","3","1","2","4",2
"3946",5159,"1","0","1","0","0","0","0",18,"0","1","0","0","0","0","2",23,"0","1","0","0","0","0","1","4",31,"1","2",15,"3","0","0","0","0","0","0",36,"1","10",48,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",48
"3947",5160,"10","0","0","1","0","0","0",17,"0","0","1","0","0","0","4",22,"0","0","1","0","0","0","3","4",25,"2","6",2,"1","0","0","0","0","0","0",2,"2","0",2,"1","0","0","0","0","0","0","2","23","1","1","1","99","99","99","10","1","1","7",2
"3948",5162,"9","0","1","0","0","0","1",20,"0","1","1","0","0","0","4",20,"0","1","0","0","0","1","1","3",14,"2","2",2,"3","0","0","0","0","0","0",14,"2","8",48,"3","0","0","0","0","0","0","2","21","1","1","1","99","99","99","5","1","1","11",48
"3949",5163,"5","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",18,"0","1","0","0","0","0","1","3",14,"1","13",2,"2","0","0","0","0","0","0",14,"1","13",43.3275552599432,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","5","1","1","13",43.4654585444459
"3950",5164,"4","0","1","0","0","0","0",20,"0","1","0","0","0","0","2",25,"0","1","0","0","0","0","1","3",2,"2","11",29.9937160510889,"3","0","0","0","0","0","0",3,"2","11",53,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",53
"3951",5168,"9","0","1","1","0","0","0",22,"0","1","1","0","0","0","2",20,"0","1","0","0","0","0","1","2",2,"1","11",2,"2","0","0","0","0","0","0",14,"1","8",40,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",40
"3952",5169,"7","0","1","0","0","0","0",12,"0","1","0","0","0","0","4",9,"0","1","0","0","0","0","1","2",14,"2","9",2,"2","0","0","0","0","0","0",14,"2","1",55,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","12",55
"3953",5170,"10","0","1","0","0","0","0",12.894753968254,"0","1","0","0","0","0","4",11,"0","1","0","0","0","0","1","4",16.6183333333333,"2","0",2,"1","0","0","0","0","0","0",37,"2","0",43,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","4","1","3","11",43
"3954",5171,"5","0","1","0","0","0","0",25,"0","1","0","0","0","0","4",29,"0","0","0","0","1","0","1","4",3,"2","11",2,"3","0","0","0","0","0","0",3,"2","10",43,"2","0","0","0","0","0","0","1","21","1","1","1","99","99","99","3","1","1","14",43
"3955",5174,"7","0","0","1","0","0","0",14,"0","0","1","0","0","1","4",22,"0","0","1","0","0","0","1","3",2,"2","10",2,"3","0","0","0","0","0","0",2,"2","0",48,"1","0","0","0","0","0","0","2","21","1","1","1","99","99","99","4","1","1","10",48
"3956",5175,"5","0","1","0","0","0","0",25,"0","1","0","0","0","0","1",26,"0","1","0","0","0","0","1","4",33,"1","11",24,"2","0","0","0","0","0","0",25,"1","11",45.0188574268091,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","14",44.1347273474607
"3957",5176,"4","0","1","0","0","0","1",28,"0","1","0","0","0","0","2",28,"0","1","0","0","0","1","1","3",4,"1","3",4,"1","0","0","0","0","0","0",4,"1","3",46.4868174603175,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","14",46.4490011085406
"3958",5177,"3","0","0","0","0","1","0",19,"0","1","0","0","0","0","1",17,"0","0","0","0","1","0","1","3",30,"2","9",33,"1","0","0","0","0","0","0",14,"2","3",64,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","13",64
"3959",5178,"6","0","1","1","0","0","1",15,"0","1","0","0","0","1","4",15,"0","1","1","0","0","0","1","4",3,"2","1",2,"3","0","0","0","0","0","0",2,"2","11",48,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","12",48
"3960",5180,"3","0","0","0","0","1","0",20,"0","1","0","0","0","0","1",25,"0","0","0","0","1","0","1","4",30,"1","7",44,"3","0","0","0","0","0","0",34,"1","11",64,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",64
"3961",5181,"3","0","1","0","0","0","0",19,"0","1","0","0","0","0","2",20,"0","1","0","0","0","0","1","4",14,"1","11",26.6070457996596,"3","0","0","0","0","0","0",3,"1","11",69,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",69
"3962",5182,"2","0","1","0","0","0","0",19,"0","1","0","0","0","0","1",22,"0","1","0","0","0","0","1","3",25,"1","11",44,"3","0","0","0","0","0","0",25,"1","8",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",43
"3963",5183,"2","0","1","0","0","0","0",27,"0","1","0","0","0","0","4",22,"0","1","0","0","0","0","1","4",2,"2","10",2,"2","0","0","0","0","0","0",2,"2","7",32,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",32
"3964",5184,"5","1","0","0","0","0","0",19,"1","0","0","0","0","0","2",18,"1","0","0","0","0","0","1","3",2,"1","11",44,"3","0","0","0","0","0","1",2,"1","4",43,"3","0","0","0","0","0","1","1","21","1","1","1","1","1","1","6","1","1","14",43
"3965",5185,"4","0","1","1","0","0","0",19,"0","1","0","0","0","0","4",21.7332323232323,"0","1","1","0","0","0","4","2",2,"2","9",2,"2","0","0","0","0","0","0",8.79492735042735,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","2","1","2","5",2
"3966",5186,"5","0","1","0","0","0","0",26,"0","1","0","0","0","0","4",18,"0","1","0","0","0","0","1","4",2,"1","8",2,"3","0","0","0","0","0","0",2,"1","8",53,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","5","1","1","13",53
"3967",5187,"8","0","1","0","0","0","0",15,"0","1","0","0","0","0","4",15,"0","1","0","0","0","0","1","4",2,"2","8",2,"2","0","0","0","0","0","0",2,"2","8",43,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","5","1","1","13",43
"3968",5189,"2","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",20,"0","1","0","0","0","0","1","4",25,"1","11",2,"3","0","0","0","0","0","0",25,"1","11",53,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",53
"3969",5190,"9","1","0","0","0","0","0",24,"1","0","0","0","0","0","1",28,"1","0","0","0","0","0","1","3",8,"1","4",4,"3","0","0","0","0","0","0",41,"1","4",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","7","1","1","12",43
"3970",5191,"10","0","0","1","0","0","0",20,"0","0","1","0","0","0","3",21.943,"0","0","1","0","0","0","4","3",4.34897222222222,"2","0",2,"1","0","0","0","0","0","0",8.70047619047619,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","3","1","2","5",2
"3971",5192,"1","0","1","0","0","0","0",20,"0","1","0","0","0","0","4",23,"0","1","0","0","0","0","1","3",25,"1","6",2,"2","0","0","0","0","0","0",34,"1","3",43,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","13",43
"3972",5193,"8","0","1","1","0","0","1",32,"0","0","0","0","0","1","2",23.6023333333333,"0","0","0","0","0","1","4","3",14,"2","0",72,"1","0","0","0","0","0","0",15.751670995671,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","4","1","2","5",2
"3973",5194,"2","0","1","0","0","0","0",16,"0","1","0","0","0","0","4",18,"0","1","0","0","0","0","1","3",31,"1","9",2,"3","0","0","0","0","0","0",36,"1","11",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","14",43
"3974",5195,"10","0","1","1","0","0","1",12,"0","1","1","0","0","0","4",16.22875,"0","1","1","0","0","1","4","4",3,"2","1",2,"3","0","0","0","0","0","0",10.3410086580087,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","2","1","2","5",2
"3975",5196,"5","0","1","0","0","0","0",14,"0","1","0","0","0","0","4",14,"0","1","0","0","0","0","1","5",2,"1","4",2,"1","0","0","0","0","0","0",14,"1","9",64,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","9",64
"3976",5199,"9","0","1","0","0","0","0",13,"0","1","0","0","0","0","4",14,"0","1","0","0","0","0","1","3",3,"1","11",2,"3","0","0","0","0","0","0",3,"1","6",53,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",53
"3977",5200,"9","0","1","1","0","0","0",6,"0","1","0","0","0","0","4",8,"0","1","1","0","0","0","1","3",2,"2","2",2,"3","0","0","0","0","0","0",2,"2","1",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","10",43
"3978",5202,"8","1","0","0","0","0","1",16,"0","0","0","0","0","1","4",9,"0","0","0","0","0","1","1","3",2,"2","0",2,"3","0","0","0","0","0","0",2,"2","10",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","9","1","1","11",43
"3979",5203,"3","0","1","1","0","0","0",23,"0","1","1","0","0","0","2",21,"0","1","0","0","0","0","1","3",3,"1","13",33,"2","0","0","0","0","0","0",36,"1","8",64,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","13",64
"3980",5204,"6","0","0","0","0","1","0",16,"0","1","0","0","0","0","1",17,"0","1","0","0","0","0","1","3",25,"1","10",33,"2","0","0","0","0","0","0",19.7061785714286,"1","10",2,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","11",2
"3981",5205,"1","0","1","0","0","0","0",23,"0","1","0","0","0","0","4",24,"0","1","0","0","0","0","1","3",30,"1","4",2,"2","0","0","0","0","0","0",34,"1","9",45,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","13",45
"3982",5207,"3","0","1","0","0","1","0",13,"0","0","0","0","0","0","4",9,"0","1","0","0","0","0","1","4",33,"2","10",2,"3","0","0","0","0","0","1",2,"2","4",43,"2","0","0","0","0","0","1","2","21","1","1","1","1","1","1","5","1","1","14",43
"3983",5208,"5","0","1","1","0","0","0",23,"0","1","1","0","0","0","4",21,"0","1","0","0","0","0","1","3",32,"1","1",2,"2","0","0","0","0","0","0",8,"1","2",48.2233789321789,"2","0","0","0","0","0","0","2","21","1","1","1","99","99","99","4","1","1","13",46.0073554223554
"3984",5209,"5","0","1","0","0","0","0",9,"0","1","0","0","0","0","4",11,"0","1","0","0","0","0","1","4",25,"1","4",2,"3","0","0","0","0","0","0",2,"1","11",45,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","8",45
"3985",5210,"9","0","1","1","0","0","1",6,"0","1","1","0","0","0","1",10,"0","0","0","0","0","1","1","2",2,"2","1",33,"2","0","0","0","0","0","0",2,"2","1",64,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","11",64
"3986",5211,"4","0","1","0","0","0","0",15,"0","1","0","0","0","0","4",11,"0","1","0","0","0","0","1","3",25,"2","11",2,"3","0","0","0","0","0","0",25,"2","12",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","12",43
"3987",5212,"7","0","0","0","0","1","0",23,"0","0","0","0","1","0","2",17,"0","0","0","0","1","0","1","3",35,"1","1",4,"2","0","0","0","0","0","0",9,"1","11",51,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","5","1","1","13",51
"3988",5213,"8","0","1","0","0","0","0",24,"0","1","0","0","0","0","4",22,"0","1","0","0","0","0","1","3",14,"1","11",2,"3","0","0","0","0","0","0",14,"1","11",44.0740908333678,"1","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",43.8724338850381
"3989",5215,"2","0","1","0","0","0","1",17,"0","1","0","0","0","1","3",25,"0","1","0","0","0","0","1","4",3,"1","1",2,"2","0","0","0","0","0","0",3,"1","8",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","5","1","1","12",43
"3990",5217,"1","0","1","0","0","0","0",20,"0","1","0","0","0","0","4",21,"0","1","0","0","0","0","1","4",30,"2","2",2,"2","0","0","0","0","0","0",34,"1","12",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",43
"3991",5219,"4","1","0","0","0","0","0",13,"1","0","0","0","0","0","4",19,"1","0","0","0","0","0","1","5",2,"2","10",2,"3","0","0","0","0","0","0",14,"2","11",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","10","1","1","13",43
"3992",5220,"2","0","1","0","0","0","0",23,"0","1","0","0","0","0","2",23,"0","1","0","0","0","0","1","4",3,"1","1",44,"3","0","0","0","0","0","0",3,"1","8",81,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","12",81
"3993",5221,"6","1","0","0","0","0","0",14,"1","0","0","0","0","0","4",20,"1","0","0","0","0","0","2","3",3,"2","11",2,"3","0","0","0","0","0","0",3,"2","4",2,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","7",2
"3994",5224,"1","0","1","0","0","0","0",16,"0","1","1","0","0","0","4",13,"0","1","0","0","0","0","1","4",25,"1","1",2,"3","0","0","0","0","0","0",25,"1","1",53,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","13",53
"3995",5225,"3","0","1","0","0","0","0",15,"0","1","0","0","0","0","4",15,"0","1","0","0","0","0","1","3",2,"1","11",2,"3","0","0","0","0","0","0",2,"1","12",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","14",43
"3996",5226,"4","0","1","0","0","0","0",19,"0","1","0","0","0","0","2",24,"0","1","0","0","0","0","1","3",31,"1","7",52,"2","0","0","0","0","0","0",39,"1","3",51,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",51
"3997",5227,"2","0","1","0","0","0","0",17,"0","1","0","0","0","0","2",20,"0","1","0","0","0","0","1","4",14,"1","8",4,"2","0","0","0","0","0","0",14,"1","3",43,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",43
"3998",5230,"10","0","1","1","1","0","0",16,"0","0","1","0","0","0","2",17,"0","0","0","0","1","0","1","3",14,"2","0",27,"2","0","0","0","0","0","0",3,"2","8",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","8","1","1","10",43
"3999",5231,"8","0","0","1","0","0","0",5,"0","0","1","0","0","0","4",10.8325,"0","0","1","0","0","0","4","4",3,"2","0",2,"1","0","1","1","0","0","0",8.58611111111111,"2","0",2,"1","0","0","0","0","0","0","2","31","1","1","1","1","1","1","8","1","2","8",2
"4000",5232,"4","0","0","0","0","0","1",13,"0","0","0","0","0","1","4",19,"0","0","0","1","0","0","1","3",3,"1","7",2,"1","0","0","0","0","0","0",3,"2","4",81,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","7","1","1","11",81
"4001",5234,"7","0","1","1","0","0","0",13,"0","1","1","0","0","0","4",16.2561904761905,"0","1","1","0","0","0","4","4",2,"2","6",2,"2","1","0","1","0","0","1",9.7287760376878,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","5","1","2","9",2
"4002",5235,"8","0","1","0","0","0","0",18,"0","1","0","0","0","0","2",16,"0","1","0","0","0","0","1","4",3,"1","11",41,"2","0","0","0","0","0","0",25,"1","11",48,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",48
"4003",5236,"10","0","1","0","0","0","0",10,"0","1","0","0","0","0","1",17,"0","1","0","0","0","0","1","3",2,"2","3",28.751696969697,"1","0","0","1","0","0","0",2,"2","1",64,"3","0","0","1","0","0","0","1","21","1","1","1","99","99","99","5","1","1","12",64
"4004",5237,"1","0","0","1","0","0","0",24,"0","0","1","0","0","0","4",21,"0","1","0","0","0","0","1","3",25,"1","11",2,"2","0","0","0","0","0","0",34,"1","2",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","6","1","1","12",43
"4005",5238,"6","0","1","1","0","0","0",11,"0","0","1","0","0","0","4",15,"0","1","0","0","0","0","1","3",25,"2","3",2,"2","0","0","0","0","0","0",14,"2","7",51,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","5","1","1","13",51
"4006",5239,"1","0","1","0","0","0","0",22,"0","1","0","0","0","0","1",27,"0","1","0","0","0","0","1","2",14,"2","4",48,"3","0","0","0","0","0","0",25,"2","4",64,"3","0","0","0","0","0","0","2","21","1","1","1","99","99","99","4","1","1","12",64
"4007",5240,"9","0","1","1","0","0","0",10,"0","1","1","0","0","0","3",14.92325,"0","1","1","0","0","0","4","2",14,"2","1",2,"2","0","0","0","0","0","0",10.7578767507003,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","3","1","2","5",2
"4008",5241,"6","0","1","0","0","0","0",22,"0","1","0","0","0","0","2",27,"0","1","0","0","0","0","1","3",32,"1","1",23,"2","0","0","0","0","0","0",36,"1","0",64,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","13",64
"4009",5242,"4","0","0","0","0","1","0",22,"0","0","0","0","1","0","4",25,"0","1","0","0","0","0","1","3",6,"1","7",4,"3","0","0","0","0","0","0",39,"1","4",58,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",58
"4010",5244,"8","0","1","1","0","0","0",15,"0","1","1","0","0","0","4",19.822,"0","1","1","0","0","0","4","4",32,"2","7",2,"2","0","0","0","0","0","0",17.1233333333333,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","3","1","2","5",2
"4011",5245,"7","0","0","0","1","0","0",29,"0","0","0","1","1","0","4",26,"0","0","0","1","1","0","3","4",3,"2","11",2,"3","0","0","0","0","0","0",2,"2","11",2,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","8","1","1","6",2
"4012",5246,"10","0","0","0","0","0","1",28,"0","0","0","0","0","1","3",25,"0","0","0","0","0","1","1","2",2,"2","4",2,"3","0","0","0","0","0","0",37,"2","4",43,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","12",43
"4013",5247,"5","0","1","0","0","0","0",17,"0","1","0","0","0","0","4",22,"0","1","0","0","0","0","1","3",14,"1","9",2,"2","0","0","0","0","0","0",14,"1","6",45.0421321418933,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",44.8200826171039
"4014",5248,"6","0","1","0","0","0","0",15,"0","1","0","0","0","0","4",12,"0","1","0","0","0","0","1","3",25,"1","2",52,"3","0","0","0","0","0","0",34,"1","2",48,"3","0","0","0","0","0","0","2","21","1","1","1","99","99","99","3","1","1","12",48
"4015",5249,"7","0","0","1","0","0","0",16,"0","0","1","0","0","0","4",16.11425,"0","0","1","0","0","0","4","3",25,"2","0",2,"1","0","1","1","0","0","0",17.6021388888889,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","99","99","99","5","1","2","5",2
"4016",5250,"4","0","1","0","0","0","0",22,"0","1","0","0","0","0","4",22,"0","1","0","0","0","0","1","3",14,"1","13",2,"3","0","0","0","0","0","0",3,"1","13",43,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","14",43
"4017",5251,"2","0","1","0","0","0","0",26,"0","1","0","0","0","0","2",16,"0","1","0","0","0","0","1","4",2,"2","10",32,"3","0","0","0","0","0","0",2,"2","11",53,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","14",53
"4018",5252,"10","0","0","0","0","0","0",14,"0","1","0","0","0","0","4",16.8059523809524,"0","1","0","0","0","0","4","2",2,"2","0",2,"1","0","0","0","0","0","0",8.43770833333333,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","5","2","2","8",2
"4019",5253,"2","0","1","0","0","0","0",22,"0","1","0","0","0","0","2",21,"0","1","0","0","0","0","1","3",14,"1","1",13,"2","0","0","0","0","0","0",14,"1","8",43,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","13",43
"4020",5255,"6","0","0","1","0","0","0",24,"0","0","1","0","0","0","4",28.9001794871795,"0","0","1","0","0","0","4","3",9.33620634920635,"2","0",2,"1","0","0","0","0","0","0",6.70759103641457,"2","0",2,"2","0","0","0","0","0","0","2","31","1","1","1","99","99","99","2","1","2","5",2
"4021",5257,"3","0","1","0","0","0","0",22,"0","1","0","0","0","0","4",27,"0","1","0","0","0","0","1","4",31,"1","11",2,"2","0","0","0","0","0","0",37,"1","11",43,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","14",43
"4022",5258,"4","0","1","0","0","0","0",17,"0","1","0","0","0","0","4",22,"0","1","0","0","0","0","1","4",2,"2","1",2,"1","0","0","0","0","0","0",14,"2","8",48,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","7","1","1","12",48
"4023",5259,"10","0","0","0","0","0","1",11,"0","0","0","0","0","1","4",15.4616666666667,"0","0","0","0","0","1","3","2",2,"2","7",2,"3","0","0","0","0","0","0",6.63733333333333,"2","0",2,"3","0","0","0","0","0","0","1","31","1","1","1","1","1","1","3","1","2","6",2
"4024",5260,"8","1","0","0","0","0","0",19,"1","0","0","0","0","0","1",23,"1","0","0","0","0","0","1","2",2,"2","14",44,"3","0","0","0","0","0","0",2,"2","14",48,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","10",48
"4025",5261,"4","0","0","1","0","0","0",11,"0","0","1","0","0","0","2",12,"0","0","1","0","0","0","1","5",13,"1","3",22.565619047619,"1","0","0","0","0","0","0",37,"1","1",43,"1","0","0","0","0","0","0","2","21","1","1","1","1","1","1","6","1","1","13",43
"4026",5262,"2","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",20,"0","1","0","0","0","0","1","2",31,"1","12",2,"3","0","0","0","0","0","0",14,"2","11",50,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","14",50
"4027",5263,"10","0","1","0","0","0","0",16,"0","1","0","0","0","0","2",10,"0","1","0","0","1","0","1","2",3,"2","0",44,"1","0","0","0","0","0","0",2,"2","1",48,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","12",48
"4028",5265,"7","0","0","0","0","1","0",21,"0","1","0","0","0","0","4",16,"0","0","0","0","1","0","1","3",14,"1","0",2,"2","0","0","0","0","0","0",14,"1","9",43,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",43
